property,lsoa,lsoa_code,BNG_E,BNG_N,GlobalID,LAT,LONG,geometry,mRS 0-2,mRS 0-2,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,mRS shift,mRS shift,reference_admissions,reference_relative_frequency,selected,time_admitting_unit_arrival,time_admitting_unit_arrival,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_called,time_ambulance_called,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_needle,time_needle,time_puncture,time_puncture,time_transfer_unit_arrival,time_transfer_unit_arrival,unit_postcode,unit_travel_time,utility_shift,utility_shift,mRS 0-2,mRS 0-2,mRS shift,mRS shift,reference_admissions,reference_relative_frequency,selected,time_admitting_unit_arrival,time_admitting_unit_arrival,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_called,time_ambulance_called,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_needle,time_needle,time_puncture,time_puncture,time_transfer_unit_arrival,time_transfer_unit_arrival,unit_postcode,unit_travel_time,utility_shift,utility_shift
scenario,any,any,any,any,any,any,any,any,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership
subtype,,,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,mean,std,mean,std,mean,std,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,mean,std
id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Plymouth 027E,E01015156,247925,54204,eba9cd8b-772b-47a2-ace3-e371cba7b2ad,50.36802,-4.13974,"POLYGON ((248193.3649401361 54192.82982787266, 248322.63726786425 54042.484571563284, 248379.97487737276 54012.243602017814, 248381.49358783208 54000.438142920175, 248302.59525201467 53800.37992448543, 248306.08616188375 53786.98113573826, 248318.7938380375 53786.97246900259, 248323.09273483942 53773.96993901674, 248321.99406500327 53762.77996175183, 248340.99322058045 53758.783661554684, 248346.71326883824 53663.79243207359, 247812.6136538882 53730.87437201719, 247483.89319780198 54489.49492711073, 247961.89120698732 54705.481570787786, 247994.93954923045 54105.47544354343, 248193.3649401361 54192.82982787266))",0.0,0.2194890691426616,0.0,0.4410002391089397,0.0,0.0923841653317169,0.5794542292585355,0.155202209187099,-0.7665925511855475,0.3118342595788202,4.333333333,0.0005567690264679,1,95.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,125.5,0.0,125.5,,,,PL68DH,15.5,0.1464343983692174,0.0653254697803162,0.5794542292585355,0.155202209187099,-0.7665925511855475,0.3118342595788202,4.333333333,0.0006123987186263,1,95.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,125.5,0.0,125.5,,,,PL68DH,15.5,0.1464343983692174,0.0653254697803162
1595,Plymouth 027F,E01032657,248559,54620,583410cc-db4a-4441-8ecf-b05f0f5f496e,50.37192,-4.131,"POLYGON ((248422.84723386535 54791.576875539846, 248449.3955772251 54800.62964761921, 248623.3298695792 54934.63461892106, 248797.2082695665 54669.48025033303, 248328.62204295886 54410.67321419527, 248422.84723386535 54791.576875539846))",,,,,,,,,,,0.666666667,8.565677335217782e-05,1,94.4,,60.0,,30.0,,80.0,,,,,,,,PL68DH,14.4,,,0.4704518267017865,,-0.9908640469396288,,0.666666667,9.42151875353307e-05,1,94.4,,60.0,,30.0,,80.0,,124.4,,124.4,,,,PL68DH,14.4,0.19330729853768,
1596,Plymouth 027G,E01032658,248194,54500,c698c500-93dd-41d2-bdfd-20c1de689664,50.37075,-4.13608,"POLYGON ((248422.84723386535 54791.576875539846, 248328.62204295886 54410.67321419527, 248218.8379364429 54212.79200620341, 248215.50885545186 54211.95240183099, 248209.69358910472 54210.59886919812, 248203.56192446654 54209.10084583497, 248193.3649401361 54192.82982787266, 247994.93954923045 54105.47544354343, 247961.89120698732 54705.481570787786, 248037.63950962757 54798.305299180065, 248422.84723386535 54791.576875539846))",0.0,,0.0,,0.0,,0.6896497842700364,,-0.5485051373724896,,1.333333333,0.0001713135465758,1,94.4,,60.0,,30.0,,80.0,,124.4,,,,,,PL68DH,14.4,0.1006582212734592,,0.6896497842700364,,-0.5485051373724896,,1.333333333,0.0001884303749293,1,94.4,,60.0,,30.0,,80.0,,124.4,,,,,,PL68DH,14.4,0.1006582212734592,
1597,Plymouth 028A,E01015052,248336,55188,81c66dc6-4326-4889-a4fe-ab73a1ddca7b,50.37696,-4.13436,"POLYGON ((248813.75684574727 55288.78298525821, 248814.16758271947 55079.11035559108, 248637.1325873946 54950.0191655863, 248701.11702795193 55221.25520313633, 248494.24407800095 55167.35538310229, 248208.8901221724 55187.275737323245, 248568.5163219107 55399.23348451828, 248598.3345381401 55326.33695737965, 248813.75684574727 55288.78298525821))",-0.2189063551201037,0.0,-0.4437206406566107,0.0,0.0929143954191919,0.0,0.4711940893872419,,-0.9946373965171088,,4.666666667,0.0005995974132082,1,93.3,0.0,60.0,0.0,30.0,0.0,80.0,0.0,123.3,,123.3,,,,PL68DH,13.3,0.1939881694659067,,0.6901004445073456,0.0,-0.5509167558604982,0.0,4.666666667,0.0006595063124646,1,93.3,0.0,60.0,0.0,30.0,0.0,80.0,0.0,123.3,0.0,,,,,PL68DH,13.3,0.1010737740467148,0.0
1598,Plymouth 028B,E01015179,248856,54840,795b82d3-e01f-4d40-9fd9-4246f9a9282a,50.37397,-4.12691,"POLYGON ((249120.18404368527 54819.60552324023, 249179.9924376322 54726.33757213346, 248797.2082695665 54669.48025033303, 248623.3298695792 54934.63461892106, 248637.1325873946 54950.0191655863, 248814.16758271947 55079.11035559108, 249120.18404368527 54819.60552324023))",,0.1549963622187506,,0.3127949846732108,,0.0655127908042069,0.5800508054859115,0.1549963622187506,-0.7696845921560592,0.3127949846732108,1.0,0.000128485159964,1,94.4,0.0,60.0,0.0,30.0,0.0,80.0,0.0,124.4,0.0,124.4,,,,PL68DH,14.4,0.1469827599055696,0.0655127908042069,,,,,1.0,0.0001413227812323,1,94.4,,60.0,,30.0,,80.0,,,,,,,,PL68DH,14.4,,
1599,Plymouth 028C,E01015180,249918,54571,fa62f10f-331e-4421-8f08-3b5d3f32fea3,50.37183,-4.11188,"POLYGON ((250479.05068162337 55449.49577191891, 250069.45137574617 54265.25126805733, 249411.68181676365 54420.87888704316, 249466.48613114597 54729.587749708444, 249490.933072678 54856.83127624844, 249697.6156864611 54684.68069336773, 250157.91915817588 55072.45320757467, 250351.2215243267 55313.695745145495, 250103.3817844113 55454.91823793028, 250479.05068162337 55449.49577191891))",0.0,,0.0,,0.0,,0.6891987638298663,,-0.5460924316310776,,2.0,0.000256970319928,1,95.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,125.5,,,,,,PL68DH,15.5,0.1002423157033589,,0.6891987638298663,,-0.5460924316310776,,2.0,0.0002826455624646,1,95.5,,60.0,,30.0,,80.0,,125.5,,,,,,PL68DH,15.5,0.1002423157033589,
1600,Plymouth 028D,E01015181,248815,54402,a30a0afa-0db2-4885-a7c3-79fdcac7e545,50.37002,-4.12731,"MULTIPOLYGON (((248218.8379364429 54212.79200620341, 248328.62204295886 54410.67321419527, 248797.2082695665 54669.48025033303, 249179.9924376322 54726.33757213346, 249466.48613114597 54729.587749708444, 249411.68181676365 54420.87888704316, 248528.40148218154 54228.2459742635, 248482.28742532793 54447.267020191095, 248218.8379364429 54212.79200620341)), ((248322.63726786425 54042.484571563284, 248193.3649401361 54192.82982787266, 248203.56192446654 54209.10084583497, 248327.11098380174 54046.62850874642, 248322.63726786425 54042.484571563284)))",0.1095989787841249,0.1265539998078452,0.2211794547835696,0.2553960355170171,-0.0463245386321104,0.0534909696986683,0.6896497842700364,0.0,-0.5485051373724896,0.0,3.0,0.000385455479892,1,94.4,0.0,60.0,0.0,30.0,0.0,80.0,0.0,124.4,0.0,,,,,PL68DH,14.4,0.1006582212734592,0.0,0.5800508054859115,0.1265539998078452,-0.7696845921560592,0.2553960355170171,3.0,0.000423968343697,1,94.4,0.0,60.0,0.0,30.0,0.0,80.0,0.0,124.4,0.0,124.4,0.0,,,PL68DH,14.4,0.1469827599055696,0.0534909696986683
1601,Plymouth 028E,E01015182,249282,53926,19881489-747d-428e-89ec-6bade0a468f3,50.36587,-4.12056,"MULTIPOLYGON (((248379.97487737276 54012.243602017814, 248322.63726786425 54042.484571563284, 248327.11098380174 54046.62850874642, 248379.97487737276 54012.243602017814)), ((249265.48360933177 53421.15181580873, 248921.08352005685 53877.55600620012, 248609.23144722485 53762.944477755314, 248528.40148218154 54228.2459742635, 249411.68181676365 54420.87888704316, 250069.45137574617 54265.25126805733, 249798.6199573813 53595.205483041675, 249265.48360933177 53421.15181580873)))",,0.0,,0.0,,0.0,,,,,2.333333333,0.0002997987065398,1,94.4,0.0,60.0,0.0,30.0,0.0,80.0,0.0,,,,,,,PL68DH,14.4,,,0.6896497842700364,0.0,-0.5485051373724896,0.0,2.333333333,0.0003297531561616,1,94.4,0.0,60.0,0.0,30.0,0.0,80.0,0.0,124.4,0.0,,,,,PL68DH,14.4,0.1006582212734592,0.0
1602,Plymouth 029A,E01015151,247390,54967,a24f041d-80b8-40cf-8b77-90a2b4e955a0,50.37473,-4.14757,"POLYGON ((247592.47194895026 55197.883282815834, 247405.81023983605 54691.36644486099, 247222.34344583057 54923.89077390201, 246855.20742114203 55089.2136815633, 247075.33086135326 55179.490883119055, 247494.80238856902 55238.90429878092, 247592.47194895026 55197.883282815834))",0.0,0.0,0.0,0.0,0.0,0.0,0.6896497842700364,0.0,-0.5485051373724896,0.0,2.333333333,0.0002997987065398,1,94.40000000000002,0.0,60.0,0.0,30.0,0.0,80.0,0.0,124.4,0.0,,,,,PL68DH,14.4,0.1006582212734592,0.0,0.6896497842700364,0.0,-0.5485051373724896,0.0,2.333333333,0.0003297531561616,1,94.4,0.0,60.0,0.0,30.0,0.0,80.0,0.0,124.4,0.0,,,,,PL68DH,14.4,0.1006582212734592,0.0
1603,Plymouth 029B,E01015153,246879,54811,6914dd56-dfba-4c86-acae-747c55e57d01,50.3732,-4.15468,"POLYGON ((247222.34344583057 54923.89077390201, 247059.69907553014 54659.61904489258, 246433.8713441677 54706.52415610457, 246855.20742114203 55089.2136815633, 247222.34344583057 54923.89077390201))",-0.2194890691426616,,-0.4410002391089398,,0.0923841653317169,,0.4697096946872047,,-0.9870926707400174,,2.333333333,0.0002997987065398,1,95.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,125.5,,125.5,,,,PL68DH,15.5,0.1926264810350759,,0.6891987638298663,,-0.5460924316310776,,2.333333333,0.0003297531561616,1,95.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,125.5,,,,,,PL68DH,15.5,0.1002423157033589,
1604,Plymouth 029C,E01015155,246472,54495,30b4cb6f-1258-4128-a98d-199ca1d689a8,50.37025,-4.16027,"POLYGON ((247059.69907553014 54659.61904489258, 247212.67199103415 54421.50211148645, 246917.89385179034 54248.509908480715, 246727.7935839081 54549.8485112327, 246177.1799098943 54328.36897874967, 246219.34332065246 54408.01726625927, 246220.7452876307 54425.01351889377, 246433.8713441677 54706.52415610457, 247059.69907553014 54659.61904489258))",0.0,0.2194890691426616,0.0,0.4410002391089397,0.0,0.0923841653317169,0.5794542292585355,0.155202209187099,-0.7665925511855475,0.3118342595788202,4.0,0.000513940639856,1,95.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,125.5,0.0,125.5,,,,PL68DH,15.5,0.1464343983692174,0.0653254697803162,0.5794542292585355,0.155202209187099,-0.7665925511855475,0.3118342595788202,4.0,0.0005652911249293,1,95.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,125.5,0.0,125.5,,,,PL68DH,15.5,0.1464343983692174,0.0653254697803162
1605,Plymouth 029D,E01015157,246455,53904,d40a8d0e-6b34-4bea-9a8e-1e5a177104a4,50.36494,-4.16027,"POLYGON ((246917.89385179034 54248.509908480715, 246554.33476204713 54034.71670645528, 246788.0379666796 53669.437132466584, 246764.0933142767 53663.52264174167, 246767.08537041247 53644.18238484918, 246783.800421826 53651.7435002494, 246824.33612215985 53654.987436456315, 246804.51730577942 53645.833939537435, 246789.7170936489 53638.99881528059, 245944.16855975316 53327.51397714409, 246283.38001573263 53756.41551452619, 246177.1799098943 54328.36897874967, 246727.7935839081 54549.8485112327, 246917.89385179034 54248.509908480715))",,0.1267220731536961,,0.2546116067622357,,0.0533380227231256,,,,,4.0,0.000513940639856,1,95.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,,,,,,,PL68DH,15.5,,,0.5428727177347586,0.1267220731536961,-0.8400925910370374,0.2546116067622357,4.0,0.0005652911249293,1,95.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,125.5,0.0,125.5,0.0,,,PL68DH,15.5,0.1618317592578369,0.0533380227231256
1606,Plymouth 029E,E01015158,247231,54005,5c7686d2-edc2-4d68-bea8-b8ea34010c28,50.36605,-4.14941,"MULTIPOLYGON (((246975.97207347935 53594.3488892084, 246958.6934570334 54008.61060503803, 246663.1868752787 53874.9109472663, 246788.0379666796 53669.437132466584, 246554.33476204713 54034.71670645528, 246917.89385179034 54248.509908480715, 247212.67199103415 54421.50211148645, 247483.89319780198 54489.49492711073, 247812.6136538882 53730.87437201719, 246975.97207347935 53594.3488892084)), ((246916.67830217755 52728.113187682175, 246765.07746178596 52877.51327236043, 247051.38283606892 52794.91277356088, 246916.67830217755 52728.113187682175)), ((247677.76115155267 50320.70735469161, 246647.04365428866 50463.71086006443, 247990.56814879508 50370.907423578494, 247677.76115155267 50320.70735469161)))",-0.2194890691426616,0.0,-0.4410002391089398,0.0,0.0923841653317169,0.0,0.4697096946872047,0.0,-0.9870926707400174,0.0,3.333333333,0.0004282838665039,1,95.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,125.5,0.0,125.5,0.0,,,PL68DH,15.5,0.1926264810350759,0.0,0.6891987638298663,,-0.5460924316310776,,3.333333333,0.000471075937394,1,95.5,,60.0,,30.0,,80.0,,125.5,,,,,,PL68DH,15.5,0.1002423157033589,
1607,Plymouth 029F,E01015172,246193,54929,41054264-c9e0-4dd8-9296-41d144bde567,50.37408,-4.16437,"POLYGON ((247075.33086135326 55179.490883119055, 246855.20742114203 55089.2136815633, 246433.8713441677 54706.52415610457, 246220.7452876307 54425.01351889377, 245749.05041881299 54903.017293236946, 245830.69175288628 55010.98894371578, 246361.89177943487 54979.510257553135, 246650.89576235553 55318.5090954318, 246934.89764626342 55417.50644631844, 247075.33086135326 55179.490883119055))",,,,,,,0.4704518267017865,,-0.9908640469396288,,1.333333333,0.0001713135465758,1,94.4,,60.0,,30.0,,80.0,,124.4,,124.4,,,,PL68DH,14.4,0.19330729853768,,,,,,,,1,,,,,,,,,,,,,,,PL68DH,14.4,,
1608,Plymouth 030A,E01015126,252047,52913,852b936f-5730-49f2-adb5-50b942156e38,50.35746,-4.08131,"POLYGON ((251735.76205013343 52765.74633715072, 251688.40071497724 53319.95594992442, 252010.9594227977 53244.41435311295, 252553.9631191185 53204.406574178895, 252400.9515701836 52695.399845320906, 252203.52421266367 52483.19676125687, 251736.48963021362 52740.62617497548, 251735.76205013343 52765.74633715072))",-0.0735407633526966,0.1801373455088756,-0.1452395139789717,0.3557626997383054,0.030450843703451,0.0745890293106971,0.5403507118629802,0.12737633855427,-0.8271295950808512,0.2515622174781893,4.666666667,0.0005995974132082,1,99.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,129.8,0.0,129.8,0.0,,,PL68DH,19.8,0.1595148101809601,0.052742408427716,0.6138914752156769,0.12737633855427,-0.6818900811018794,0.2515622174781893,4.666666667,0.0006595063124646,1,99.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,129.8,0.0,129.8,,,,PL68DH,19.8,0.129063966477509,0.052742408427716
1609,Plymouth 030B,E01015127,253009,52974,1bfa4497-5e39-4d35-8724-8ff9381335a3,50.35825,-4.06782,"POLYGON ((253379.62577107584 52760.012169718364, 252979.5096926079 52571.10398910899, 252620.95362988845 52711.085719550116, 252781.13585584462 53073.853872588894, 253166.09007849902 53374.294455808646, 253475.02635505138 53224.11595495581, 253379.62577107584 52760.012169718364))",,,,,,,,,,,,,1,,,,,,,,,,,,,,,PL68DH,20.8,,,,,,,,,1,,,,,,,,,,,,,,,PL68DH,20.8,,
1610,Plymouth 030C,E01015131,253446,54123,5f5bfc11-65e8-4c7c-a231-4695927a86fc,50.36869,-4.06213,"POLYGON ((254317.31564830965 54974.809854442196, 254311.59646055725 54920.74561215073, 254310.63655126066 54901.69331244906, 253943.69651032504 54058.89414134281, 254261.77372271934 52916.35933489766, 253379.62577107584 52760.012169718364, 253475.02635505138 53224.11595495581, 253166.09007849902 53374.294455808646, 252781.13585584462 53073.853872588894, 253022.88814730023 53617.98566436401, 252704.09969318926 54092.813792685396, 252569.86096424123 54411.70798840313, 253029.61699448072 55174.31938083013, 254317.31564830965 54974.809854442196))",-0.0884691736878929,0.1211414051817534,-0.1732624928312737,0.2372494392331643,0.0363404026529893,0.049761145704657,0.5980983563044109,0.1211414051817534,-0.7052959454295108,0.2372494392331643,4.0,0.000513940639856,1,101.9,0.0,60.0,0.0,30.0,0.0,80.0,0.0,131.9,0.0,131.9,0.0,,,PL68DH,21.9,0.1341559198001948,0.049761145704657,0.6865675299923039,0.0,-0.5320334525982371,0.0,4.0,0.0005652911249293,1,101.9,0.0,60.0,0.0,30.0,0.0,80.0,0.0,131.9,0.0,,,,,PL68DH,21.9,0.0978155171472054,0.0
1611,Plymouth 030D,E01015132,252198,53759,f90d750c-1f6c-4299-b22f-5bcd16b8aec0,50.36511,-4.07952,"POLYGON ((252704.09969318926 54092.813792685396, 252010.9594227977 53244.41435311295, 251688.40071497724 53319.95594992442, 251838.27733241968 53623.608912819705, 251900.1964106026 53992.01675056564, 252569.86096424123 54411.70798840313, 252704.09969318926 54092.813792685396))",-0.1101665615512721,0.1557990454658194,-0.2185325981738087,0.3090517641580302,0.0458079192009191,0.0647821805980308,0.5777181000329156,0.1557990454658194,-0.757600093906937,0.3090517641580302,3.666666667,0.0004711122532442,1,98.7,0.0,60.0,0.0,30.0,0.0,80.0,0.0,128.7,0.0,128.7,,,,PL68DH,18.7,0.1448383241940147,0.0647821805980308,0.6878846615841877,,-0.5390674957331283,,3.666666667,0.0005181835312323,1,98.7,0.0,60.0,0.0,30.0,0.0,80.0,0.0,128.7,,,,,,PL68DH,18.7,0.0990304049930955,
1612,Plymouth 030E,E01015133,252607,53396,b7092481-7b03-488f-b17a-830a8d49697e,50.36195,-4.07363,"POLYGON ((252704.09969318926 54092.813792685396, 253022.88814730023 53617.98566436401, 252781.13585584462 53073.853872588894, 252620.95362988845 52711.085719550116, 252400.9515701836 52695.399845320906, 252553.9631191185 53204.406574178895, 252010.9594227977 53244.41435311295, 252704.09969318926 54092.813792685396))",0.0,0.0,0.0,0.0,0.0,0.0,0.6870206347775829,0.0,-0.5344524278283935,0.0,4.666666667,0.0005995974132082,1,100.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,130.8,0.0,,,,,PL68DH,20.8,0.0982334702470959,0.0,0.6870206347775829,0.0,-0.5344524278283935,0.0,4.666666667,0.0006595063124646,1,100.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,130.8,0.0,,,,,PL68DH,20.8,0.0982334702470959,0.0
1613,Plymouth 031A,E01015135,251848,54972,413fc606-0f0d-4e56-8ae4-60931140323b,50.37592,-4.08492,"POLYGON ((252734.15669683463 55365.95168881427, 253029.61699448072 55174.31938083013, 252569.86096424123 54411.70798840313, 251900.1964106026 53992.01675056564, 251838.27733241968 53623.608912819705, 251129.16879702694 53974.736872787995, 251180.6124352171 53608.17402644121, 250687.87699079464 53368.99535274698, 250687.91408963277 53849.42582431034, 250300.94871640854 53803.015866888774, 250112.1926120362 53865.78962061243, 250884.82433705963 53987.62864716881, 250168.90134347108 54124.532582650834, 250835.04685592913 55423.05458222484, 252003.3995023234 56162.9623553181, 251872.78882441166 56578.7333900785, 252734.15669683463 55365.95168881427))",0.0,0.0,0.0,0.0,0.0,0.0,0.4682932718462513,,-0.979898280542554,,3.333333333,0.0004282838665039,1,97.6,0.0,60.0,0.0,30.0,0.0,80.0,0.0,127.6,,127.6,,,,PL68DH,17.6,0.191326894120855,,0.4682932718462513,0.0,-0.979898280542554,0.0,3.333333333,0.000471075937394,1,97.59999999999998,0.0,60.0,0.0,30.0,0.0,80.0,0.0,127.6,0.0,127.6,0.0,,,PL68DH,17.6,0.191326894120855,0.0
1614,Plymouth 031B,E01015136,251018,53356,7809b209-3969-4fe4-b8f8-7d353b6b37f4,50.36119,-4.09594,"POLYGON ((251180.6124352171 53608.17402644121, 251476.94310923482 53244.41790229894, 251277.65936580786 53152.816345008585, 250969.63176844092 52996.871134847344, 250549.04346053553 52855.9332183472, 250541.24256431244 52863.348085216276, 250469.45409913146 52937.91619071257, 250680.81922062783 53336.40326508295, 250300.94871640854 53803.015866888774, 250687.91408963277 53849.42582431034, 250687.87699079464 53368.99535274698, 251180.6124352171 53608.17402644121))",0.0,0.2200434547923389,0.0,0.4384149323427628,0.0,0.0918795586995939,0.5783149992424208,0.1555942190393784,-0.7606908143711726,0.310006171633009,4.0,0.000513940639856,1,97.6,0.0,60.0,0.0,30.0,0.0,80.0,0.0,127.6,0.0,127.6,,,,PL68DH,17.6,0.1453871147710581,0.0649686590089103,0.5783149992424208,0.1555942190393784,-0.7606908143711726,0.310006171633009,4.0,0.0005652911249293,1,97.6,0.0,60.0,0.0,30.0,0.0,80.0,0.0,127.6,0.0,127.6,,,,PL68DH,17.6,0.1453871147710581,0.0649686590089103
1615,Plymouth 031C,E01015137,250264,53450,26e164b8-77c5-4987-bd3b-56837a02fac5,50.36184,-4.10657,"MULTIPOLYGON (((250398.39947816913 52917.26153770031, 249843.69375194437 52965.64502459005, 250112.1926120362 53865.78962061243, 250300.94871640854 53803.015866888774, 250680.81922062783 53336.40326508295, 250469.45409913146 52937.91619071257, 250398.39947816913 52917.26153770031)), ((249779.2889746211 52873.765156935464, 249411.02884317597 53095.251877030474, 249576.68477711888 53304.74590581533, 249797.637129608 52889.2859250567, 249779.2889746211 52873.765156935464)))",,0.0,,0.0,,0.0,,,,,,,1,,,,,,,,,,,,,,,PL68DH,18.7,,,0.6878846615841877,0.0,-0.5390674957331283,0.0,2.666666667,0.00037686075,1,98.7,0.0,60.0,0.0,30.0,0.0,80.0,0.0,128.7,0.0,,,,,PL68DH,18.7,0.0990304049930955,0.0
1616,Plymouth 031D,E01015138,249274,52701,0aefc67d-67e2-45ae-a4da-3a274cd40e25,50.35486,-4.12018,"POLYGON ((249411.02884317597 53095.251877030474, 249779.2889746211 52873.765156935464, 249617.45918953064 52489.018801722064, 250016.93914168654 52359.9948444356, 249698.13707002168 52031.0662951096, 249081.63246154896 52307.02993418381, 248785.9933524019 53072.07804483603, 248211.19592866136 53237.398121145554, 248717.59169490525 53363.5763672108, 249282.38373529626 53041.06853177355, 249358.99526049156 53062.628297891555, 249411.02884317597 53095.251877030474))",,0.0,,0.0,,0.0,0.6870206347775829,0.0,-0.5344524278283935,0.0,2.333333333,0.0002997987065398,1,100.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,130.8,0.0,,,,,PL68DH,20.8,0.0982334702470959,0.0,,,,,,,1,,,,,,,,,,,,,,,PL68DH,20.8,,
1617,Plymouth 031E,E01015139,250040,52181,8855a0fd-a503-4357-b6a5-76b6e7331fdc,50.35038,-4.10922,"POLYGON ((250229.7817387236 52816.976459176454, 250183.39833669263 52592.4932873495, 250591.73242379847 52615.36164877965, 250324.51825434522 52474.3834335554, 250468.23903213628 52141.822956851014, 250936.89673045388 52032.45555414722, 250347.26930099865 51648.39484122509, 249091.11615033846 51765.44991020407, 249081.63246154896 52307.02993418381, 249698.13707002168 52031.0662951096, 250016.93914168654 52359.9948444356, 249617.45918953064 52489.018801722064, 249779.2889746211 52873.765156935464, 249797.637129608 52889.2859250567, 249743.3957081503 52612.759960929805, 250229.7817387236 52816.976459176454))",,0.0,,0.0,,0.0,0.6874322385683737,0.0,-0.5366505671229076,0.0,1.666666667,0.0002141419333162,1,99.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,129.8,0.0,,,,,PL68DH,19.8,0.0986131227740579,0.0,,,,,1.666666667,0.0002355379687676,1,99.8,,60.0,,30.0,,80.0,,,,,,,,PL68DH,19.8,,
1618,Plymouth 031F,E01015141,250766,52529,5b34e847-a0ce-48fc-a08d-6a0f9a0bb7a2,50.35369,-4.09916,"MULTIPOLYGON (((250541.24256431244 52863.348085216276, 250398.39947816913 52917.26153770031, 250469.45409913146 52937.91619071257, 250541.24256431244 52863.348085216276)), ((250936.89673045388 52032.45555414722, 250468.23903213628 52141.822956851014, 250324.51825434522 52474.3834335554, 250591.73242379847 52615.36164877965, 250183.39833669263 52592.4932873495, 250229.7817387236 52816.976459176454, 250599.20677762738 52643.029311956634, 250549.04346053553 52855.9332183472, 250969.63176844092 52996.871134847344, 251156.17239846985 52728.82559504916, 250805.91117089742 52594.427568792074, 251333.95547247794 52553.33853330527, 251369.90086485364 52232.27902253988, 250936.89673045388 52032.45555414722)))",0.0551555725145225,0.110311145029045,0.1089296354842288,0.2178592709684577,-0.0228381327775882,0.0456762655551765,0.6874322385683737,0.0,-0.5366505671229076,0.0,3.333333333,0.0004282838665039,1,99.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,129.8,0.0,,,,,PL68DH,19.8,0.0986131227740579,0.0,0.6322766660538511,0.110311145029045,-0.6455802026071364,0.2178592709684577,3.333333333,0.000471075937394,1,99.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,129.8,0.0,129.8,,,,PL68DH,19.8,0.1214512555516462,0.0456762655551765
1619,Plymouth 032A,E01015128,252201,52431,eab8e76d-91fd-4046-b4c4-ec7fe22cb74f,50.35317,-4.07896,"POLYGON ((251659.08003304517 52366.909026752604, 251736.48963021362 52740.62617497548, 252203.52421266367 52483.19676125687, 252400.9515701836 52695.399845320906, 252620.95362988845 52711.085719550116, 252979.5096926079 52571.10398910899, 252182.54133205293 52113.766390005796, 251771.03257649703 52291.30696835733, 251659.08003304517 52366.909026752604))",,,,,,,0.6870206347775829,,-0.5344524278283935,,3.666666667,0.0004711122532442,1,100.8,,60.0,,30.0,,80.0,,130.8,,,,,,PL68DH,20.8,0.0982334702470959,,,,,,3.666666667,0.0005181835312323,1,100.8,,60.0,,30.0,,80.0,,,,,,,,PL68DH,20.8,,
1620,Plymouth 032B,E01015129,251806,51820,61e5ef41-f6fa-4deb-8175-c3c79c18fdd2,50.34758,-4.08427,"POLYGON ((251737.54231736623 51391.426986917475, 251415.92277438048 51828.427189996146, 251797.4591498953 51966.79264487041, 251771.03257649703 52291.30696835733, 252182.54133205293 52113.766390005796, 251737.54231736623 51391.426986917475))",,,,,,,,,,,,,1,,,,,,,,,,,,,,,PL68DH,20.8,,,,,,,,,1,,,,,,,,,,,,,,,PL68DH,20.8,,
