property,lsoa,lsoa_code,BNG_E,BNG_N,GlobalID,LAT,LONG,geometry,mRS 0-2,mRS 0-2,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,mRS shift,mRS shift,reference_admissions,reference_relative_frequency,selected,time_admitting_unit_arrival,time_admitting_unit_arrival,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_called,time_ambulance_called,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_needle,time_needle,time_puncture,time_puncture,time_transfer_unit_arrival,time_transfer_unit_arrival,unit_postcode,unit_travel_time,utility_shift,utility_shift,mRS 0-2,mRS 0-2,mRS shift,mRS shift,reference_admissions,reference_relative_frequency,selected,time_admitting_unit_arrival,time_admitting_unit_arrival,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_called,time_ambulance_called,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_needle,time_needle,time_puncture,time_puncture,time_transfer_unit_arrival,time_transfer_unit_arrival,unit_postcode,unit_travel_time,utility_shift,utility_shift
scenario,any,any,any,any,any,any,any,any,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership
subtype,,,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,mean,std,mean,std,mean,std,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,mean,std
id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,Teignbridge 009E,E01020255,286535,72950,d4ca13e2-1dcd-44ab-b8b1-4a6a006195a6,50.54526,-3.60277,"POLYGON ((287170.3059897372 73328.63495646825, 287138.0424771865 73060.44286201839, 286622.6128467421 72356.47638048299, 285898.26659802254 73455.4294674205, 286646.8092394151 73456.94487455784, 287170.3059897372 73328.63495646825))",-0.185792922070621,0.1610654567596121,0.1572670335979795,0.2846863658381222,-0.0244603632508116,0.0599748982275178,0.3761558803088297,,-0.5190337732638888,,3.666666667,0.0004711122532442,1,95.5,,60.0,,30.0,,80.0,,125.5,,267.5,,207.5,,TQ27AA,15.5,0.1058608081301887,,0.5619488023794508,0.1610654567596121,-0.6763008068618683,0.2846863658381222,3.666666667,0.0005181835312323,1,127.7,0.0,60.0,0.0,30.0,0.0,80.0,0.0,157.7,0.0,157.7,,,,PL68DH,47.7,0.1303211713810003,0.0599748982275178
2321,Teignbridge 009F,E01020257,286736,75080,3539cc71-9722-49f5-93c0-da82c430ed7c,50.56444,-3.60058,"POLYGON ((286875.3854420622 75286.57683860022, 287195.97118715197 74605.64082297464, 286916.1836600031 74098.67125567576, 286695.90484066546 73958.31409199859, 286983.59031466 74792.0646649857, 286677.73340410064 74576.94982245765, 286284.5809475046 74890.23316965622, 286346.8719247207 75556.51616483074, 286604.53100697923 75691.1260092964, 286875.3854420622 75286.57683860022))",,,,,,,,,,,,,1,,,,,,,,,,,,,,,TQ27AA,16.5,,,,,,,,,1,,,,,,,,,,,,,,,PL68DH,46.6,,
2322,Teignbridge 010A,E01020264,293742,73227,f77a7f01-9fc9-40c0-b839-73bd6f815b0f,50.5491,-3.50117,"POLYGON ((294116.8028887555 73435.54339361531, 294259.27017925336 73144.80901291667, 293705.7536134496 72976.79583171711, 293411.60174333234 73278.88846026393, 293700.00247707585 73473.62441034897, 294057.8759292679 73194.77771023192, 294116.8028887555 73435.54339361531))",0.0417411783498501,0.2172567157111058,0.1994057650650552,0.2281861505865626,-0.0403883536691929,0.048045336167843,0.5613297790901093,0.1721092923303896,-0.5216088254018358,0.0175868269216343,5.666666667,0.0007280825731722,1,100.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,130.8,0.0,272.8,0.0,212.8,0.0,TQ27AA,20.8,0.1000159868888286,0.0024408114345133,0.5195886007402591,0.1325853386129429,-0.7210145904668911,0.2275074127107552,5.666666667,0.000800829093697,1,135.2,0.0,60.0,0.0,30.0,0.0,80.0,0.0,165.2,0.0,165.2,0.0,,,PL68DH,55.2,0.1404043405580215,0.0479832967502462
2323,Teignbridge 010B,E01020269,293953,72724,c508eb2a-fcd1-4514-9c23-8f755b59454e,50.54462,-3.49805,"POLYGON ((293323.5431912684 72912.2729752016, 293705.7536134496 72976.79583171711, 294259.27017925336 73144.80901291667, 294581.1975806935 73260.46469230109, 293823.40294504433 72269.02375394275, 293899.7042344304 72753.12361955023, 293323.5431912684 72912.2729752016))",0.0999992709306117,0.118852342416358,0.0740486051438628,0.2039425263806565,-0.0183485502773757,0.0430132567845572,0.6865675299923037,0.0,-0.5320334525982371,0.0,12.33333333,0.0015846503057946,1,101.9,0.0,60.0,0.0,30.0,0.0,80.0,0.0,131.9,0.0,,,,,TQ27AA,21.9,0.0978155171472054,0.0,0.586568259061692,0.118852342416358,-0.6060820577420999,0.2039425263806565,12.33333333,0.001742980968061,1,135.2,0.0,60.0,0.0,30.0,0.0,80.0,0.0,165.2,0.0,165.2,0.0,,,PL68DH,55.2,0.1161640674245812,0.0430132567845572
2324,Teignbridge 010C,E01020271,293390,73126,8a38ffa0-1716-4f2a-98c7-2df52656a571,50.54813,-3.50611,"POLYGON ((293411.60174333234 73278.88846026393, 293705.7536134496 72976.79583171711, 293323.5431912684 72912.2729752016, 293072.82787126844 72938.01484274885, 293110.7979798936 73781.24560395806, 293204.08873637975 73871.59710485008, 293411.60174333234 73278.88846026393))",0.0500017201934505,0.2258110681414419,0.1319863210040123,0.2799796245191541,-0.0277582399130045,0.0589855579898959,0.6084638499729118,0.157113569609342,-0.526425176311795,0.0160545030331971,5.333333333,0.0006852541864319,1,100.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,130.8,0.0,272.8,,212.8,,TQ27AA,20.8,0.0993475431481788,0.0022281458021658,0.5584621297794613,0.1621911364402795,-0.6584114973158073,0.2795189494081637,5.333333333,0.0007537214998586,1,134.1,0.0,60.0,0.0,30.0,0.0,80.0,0.0,164.1,0.0,164.1,,,,PL68DH,54.1,0.1271057830611834,0.0589434594986048
2325,Teignbridge 010D,E01020272,292766,73282,aee2c00b-0d11-48fc-bca5-de77cecc0fd4,50.54942,-3.51496,"POLYGON ((292463.1591353872 72904.52525796733, 292482.34493478714 73725.48763145957, 292742.7362539923 73779.5104384346, 292891.63268351613 73579.99956442733, 293110.7979798936 73781.24560395806, 293072.82787126844 72938.01484274885, 292463.1591353872 72904.52525796733))",0.059746633542957,0.1025786814884834,0.0053692227294225,0.1767833058614343,-0.0038647208632525,0.0372791170370955,0.6870206347775829,0.0,-0.5344524278283935,0.0,2.666666667,0.0003426270932802,1,100.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,130.8,0.0,,,,,TQ27AA,20.8,0.0982334702470959,0.0,0.6272740012346258,0.1025786814884834,-0.5398216505578161,0.1767833058614343,2.666666667,0.00037686075,1,134.1,0.0,60.0,0.0,30.0,0.0,80.0,0.0,164.1,0.0,164.1,,,,PL68DH,54.1,0.1020981911103485,0.0372791170370955
2326,Teignbridge 011A,E01020200,290726,76235,41ed531f-ba7f-48d1-b96f-575f17fdf41f,50.57559,-3.54461,"POLYGON ((291923.20277608815 76876.61338588886, 292273.458969074 75350.04202573805, 292499.77186967555 74989.61359687065, 292742.7362539923 73779.5104384346, 292482.34493478714 73725.48763145957, 292032.31607479457 73464.35994891013, 291360.85926402436 74008.33653632514, 291382.1175178249 73522.6649027924, 291031.73292180215 73590.28511852771, 290087.1047535568 73929.76987101333, 289393.97967524955 74692.678074975, 289518.1883007266 74022.19823442012, 288916.90115755214 74097.2317348198, 289055.07454575173 74354.84464587909, 288536.41424011684 75033.09053424356, 290140.3445361878 77648.51562153007, 290345.3720160921 78918.10570035386, 291503.1630939011 77825.58882171108, 291923.20277608815 76876.61338588886))",0.1282782780023941,0.1618232978479601,0.1252116641107483,0.2812060474246081,-0.0291308495867634,0.0592806831460818,0.6878846615841877,,-0.5390674957331283,,2.666666667,0.0003426270932802,1,98.7,0.0,60.0,0.0,30.0,0.0,80.0,0.0,128.7,,,,,,TQ27AA,18.7,0.0990304049930955,,0.5596063835817936,0.1618232978479601,-0.6642791598438766,0.2812060474246081,2.666666667,0.00037686075,1,132.0,0.0,60.0,0.0,30.0,0.0,80.0,0.0,162.0,0.0,162.0,,,,PL68DH,52.0,0.1281612545798589,0.0592806831460818
2327,Teignbridge 011B,E01020201,289591,73666,c70b931b-afd4-43ae-b555-6bd06cca3781,50.55228,-3.55987,"POLYGON ((292482.34493478714 73725.48763145957, 292463.1591353872 72904.52525796733, 289635.48222626233 72911.24696787621, 289093.9309348834 72636.43443817971, 288303.7578312078 73518.97023748836, 288916.90115755214 74097.2317348198, 289518.1883007266 74022.19823442012, 289393.97967524955 74692.678074975, 290087.1047535568 73929.76987101333, 291031.73292180215 73590.28511852771, 291382.1175178249 73522.6649027924, 291360.85926402436 74008.33653632514, 292032.31607479457 73464.35994891013, 292482.34493478714 73725.48763145957))",-0.0398680800684394,0.190710436833157,0.0247435211665818,0.1765552667169462,-0.0041906409618033,0.0371739360199407,0.5838318732381249,0.1618982227271399,-0.5317934435086563,0.015011535798041,7.0,0.0008993961197481,1,97.6,0.0,60.0,0.0,30.0,0.0,80.0,0.0,127.59999999999998,0.0,269.6,0.0,209.6,0.0,TQ27AA,17.6,0.1011660867376753,0.0026626780898976,0.6236999533065644,0.1007940285676039,-0.5565369646752382,0.1759159344643803,7.0,0.0009892594686263,1,130.9,0.0,60.0,0.0,30.0,0.0,80.0,0.0,160.9,0.0,160.9,0.0,,,PL68DH,50.9,0.1053567276994787,0.0370784528345537
2328,Teignbridge 011C,E01020251,288611,76356,e24f6bed-9898-4920-9e57-5e6c3082ed66,50.57627,-3.5745,"POLYGON ((288916.90115755214 74097.2317348198, 288303.7578312078 73518.97023748836, 289093.9309348834 72636.43443817971, 288278.1626137684 72530.21241271141, 287673.0835176452 73239.71780676988, 287339.0749933544 73888.77051222709, 287570.8474927668 74093.17760141977, 287195.97118715197 74605.64082297464, 286875.3854420622 75286.57683860022, 287586.84012809716 77363.45579204278, 288663.65393665957 77582.54453613854, 290345.3720160921 78918.10570035386, 290140.3445361878 77648.51562153007, 288536.41424011684 75033.09053424356, 289055.07454575173 74354.84464587909, 288916.90115755214 74097.2317348198))",-0.092193845092711,0.1812910216481927,-0.055933190223579,0.017991672225387,0.0130732130364294,0.0026987993396269,0.5827638184181273,0.1812910216481927,-0.5262630703204089,0.017991672225387,2.333333333,0.0002997987065398,1,99.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,129.8,0.0,271.8,,211.8,,TQ27AA,19.8,0.1001712752992803,0.0026987993396269,0.6749576635108383,,-0.4703298800968298,,2.333333333,0.0003297531561616,1,129.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,159.8,,,,,,PL68DH,49.8,0.0870980622628508,
2329,Teignbridge 011D,E01020260,292985,71777,66760467-72bb-4d8e-9bad-8cfdb6205dca,50.53593,-3.51143,"POLYGON ((293698.5796403606 72145.99401681183, 293312.9999861921 71843.62718453805, 293222.80324615247 71125.71950226463, 292456.29644787335 71007.52471973642, 291947.9824082029 71113.11361283934, 291644.08306526474 71603.53270943742, 292270.07865854586 71760.5000161445, 292208.9905889217 71338.62266540545, 292757.09120867716 71600.29298645433, 292423.1218960937 72371.679832708, 293117.99840874533 72543.73473093007, 293698.5796403606 72145.99401681183))",-0.2213146152418452,0.1325853386129429,0.0772494903693146,0.2275074127107552,-0.0080975818921575,0.0479832967502462,0.3748221664371942,,-0.5124136341263865,,4.666666667,0.0005995974132082,1,97.59999999999998,0.0,60.0,0.0,30.0,0.0,80.0,0.0,127.6,,269.6,,209.6,,TQ27AA,17.6,0.1046035893705035,,0.5961367816790394,0.1325853386129429,-0.5896631244957011,0.2275074127107552,4.666666667,0.0006595063124646,1,135.2,0.0,60.0,0.0,30.0,0.0,80.0,0.0,165.2,0.0,165.2,,,,PL68DH,55.2,0.1127011712626611,0.0479832967502462
2330,Teignbridge 011E,E01020261,291913,70343,1f446400-adc1-4681-901a-dfe32e07d11b,50.52284,-3.52614,"POLYGON ((293698.5796403606 72145.99401681183, 294082.70394410624 71929.41938855703, 293110.6735706386 69612.88933981393, 292271.56385799625 69760.19260874073, 292320.9681969167 69020.42928897068, 291600.2506292189 68317.16165120743, 290949.05070783326 68318.11942386671, 290339.5578516523 69051.26691958078, 290443.03970678814 70411.7943772001, 291060.9959066193 70831.87224814025, 290795.65496388916 71158.7102310916, 291070.16930926463 71626.74765553675, 290934.71381159336 72062.43461696134, 291017.8871696437 72316.3412748751, 292423.1218960937 72371.679832708, 292757.09120867716 71600.29298645433, 292208.9905889217 71338.62266540545, 292270.07865854586 71760.5000161445, 291644.08306526474 71603.53270943742, 291947.9824082029 71113.11361283934, 292456.29644787335 71007.52471973642, 293222.80324615247 71125.71950226463, 293312.9999861921 71843.62718453805, 293698.5796403606 72145.99401681183))",,,,,,,,,,,4.666666667,0.0005995974132082,1,97.6,0.0,60.0,0.0,30.0,0.0,80.0,0.0,,,,,,,TQ27AA,17.6,,,,,,,4.666666667,0.0006595063124646,1,136.3,0.0,60.0,0.0,30.0,0.0,80.0,0.0,,,,,,,PL68DH,56.3,,
2331,Teignbridge 012A,E01020208,284828,71556,571c943f-8b5f-489b-a9c4-53c7a7a4cb5e,50.53239,-3.62642,"POLYGON ((285290.67667060887 71675.8004852994, 284958.16255309584 71315.39690761824, 284402.49892728927 71747.0041295863, 285290.67667060887 71675.8004852994))",0.0106878743868996,0.0,-0.056916280586019,0.0,0.0098628685269777,0.0,0.6887884331545439,0.0,-0.5438981216914698,0.0,4.0,0.000513940639856,1,96.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,126.5,0.0,,,,,TQ27AA,16.5,0.0998639138002093,0.0,0.6781005587676442,,-0.4869818411054507,,4.0,0.0005652911249293,1,122.3,0.0,60.0,0.0,30.0,0.0,80.0,0.0,152.3,,,,,,PL68DH,42.3,0.0900010452732316,
2332,Teignbridge 012B,E01020209,284404,71321,4d3f04bd-9b79-4cbe-bbbf-64f4b3e9aacb,50.53019,-3.63233,"POLYGON ((284314.07008288364 71815.7709407128, 284402.49892728927 71747.0041295863, 284958.16255309584 71315.39690761824, 285286.63193076034 70972.47170025235, 285044.8768279137 70877.8188118783, 284105.7191873753 70882.06860806505, 283809.2167918616 71114.23685855372, 283984.5945953907 71944.4346325442, 284314.07008288364 71815.7709407128))",0.0106961270857398,,-0.0569408557683459,,0.0098710563134714,,0.6883367266385902,,-0.5414833481997912,,2.333333333,0.0002997987065398,1,97.59999999999998,0.0,60.0,0.0,30.0,0.0,80.0,0.0,127.6,,,,,,TQ27AA,17.6,0.0994473354212611,,0.6776405995528504,,-0.4845424924314452,,2.333333333,0.0003297531561616,1,123.40000000000002,0.0,60.0,0.0,30.0,0.0,80.0,0.0,153.4,,,,,,PL68DH,43.4,0.0895762791077897,
2333,Teignbridge 012C,E01020210,285207,72128,01c42fed-70a6-4c26-adca-020a22d6aa63,50.53761,-3.62125,"POLYGON ((285523.90175783646 71773.96297262877, 285290.67667060887 71675.8004852994, 284402.49892728927 71747.0041295863, 284314.07008288364 71815.7709407128, 284259.3977239443 72074.73244910353, 285486.7041613195 72487.29773969273, 285523.90175783646 71773.96297262877))",-0.1460611530149581,0.2216882715191252,-0.0424059987316436,0.0205553919484584,0.0124491832880926,0.0036460221330292,0.5315794465378922,0.2216882715191252,-0.5269484911630888,0.0205553919484584,3.666666667,0.0004711122532442,1,97.6,0.0,60.0,0.0,30.0,0.0,80.0,0.0,127.6,0.0,269.6,,209.6,,TQ27AA,17.6,0.1020254623958823,0.0036460221330292,0.6776405995528504,0.0,-0.4845424924314452,0.0,3.666666667,0.0005181835312323,1,123.40000000000002,0.0,60.0,0.0,30.0,0.0,80.0,0.0,153.4,0.0,,,,,PL68DH,43.4,0.0895762791077897,0.0
2334,Teignbridge 012D,E01020219,285886,72104,8dd6ec35-fcee-45b2-86a1-3ed8b1708ece,50.53752,-3.61167,"POLYGON ((286100.8112482525 72114.66376168904, 286139.907189899 71535.61711222382, 285684.89982666564 71533.62597232635, 285523.90175783646 71773.96297262877, 285486.7041613195 72487.29773969273, 285571.8048480378 73201.59837986389, 285924.99974385765 72460.79120027256, 285794.0204401086 72499.95703593595, 285773.3200098092 72452.75550367625, 286026.77850048814 72244.00698887158, 286100.8112482525 72114.66376168904))",,0.0,,0.0,,0.0,0.6887884331545439,0.0,-0.5438981216914698,0.0,2.333333333,0.0002997987065398,1,96.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,126.5,0.0,,,,,TQ27AA,16.5,0.0998639138002093,0.0,,,,,2.333333333,0.0003297531561616,1,124.5,,60.0,,30.0,,80.0,,,,,,,,PL68DH,44.5,,
2335,Teignbridge 013A,E01020191,282752,68883,e0468b61-92f3-472c-a19f-4edef489cc87,50.50795,-3.65486,"POLYGON ((283809.2167918616 71114.23685855372, 284105.7191873753 70882.06860806505, 284151.00901835534 70302.09933804665, 284159.91999566776 70199.16315466657, 284835.1866059085 69749.27805724562, 284778.5348023059 69701.89102994514, 284268.2180009809 68525.86669101584, 283636.796398374 68331.47225295211, 283861.7598137275 67727.51699783283, 283133.3648499764 67570.01537467173, 283178.0426583343 67044.01384308303, 283115.5466185041 66867.56806652635, 282232.6247355436 65814.17741021622, 281392.19460363494 65641.0842798434, 280872.71211202245 67225.10559187317, 281386.9459546413 68203.60589506006, 281882.3084406092 68058.57781740546, 281931.14718685776 67181.17661068417, 282463.73649166105 67126.99589942372, 282557.6704881948 67518.5859682771, 282036.43415426754 67918.23611101537, 282495.13181223697 69255.43113421189, 281519.0833040461 69611.5469607645, 280658.45784283476 70413.28981179994, 281691.6037445454 71566.5422945444, 282417.9077736478 71879.38985261263, 282735.43292823737 71240.79963752397, 283341.6924207364 71074.02944600073, 283352.11897539627 71071.67805032514, 283809.2167918616 71114.23685855372))",0.0111231216550122,0.0,-0.0591847566127516,0.0,0.0102660031193422,0.0,0.6878846615841877,0.0,-0.5390674957331283,0.0,3.666666667,0.0004711122532442,1,98.7,0.0,60.0,0.0,30.0,0.0,80.0,0.0,128.7,0.0,,,,,TQ27AA,18.7,0.0990304049930955,0.0,0.6767615399291754,0.0,-0.4798827391203766,0.0,3.666666667,0.0005181835312323,1,125.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,155.5,0.0,,,,,PL68DH,45.5,0.0887644018737533,0.0
2336,Teignbridge 013B,E01020194,284533,70295,bc6633ba-6b85-4aec-b577-352470e552d3,50.521,-3.63019,"POLYGON ((285044.8768279137 70877.8188118783, 285135.2593025742 70608.50089120591, 284835.1866059085 69749.27805724562, 284159.91999566776 70199.16315466657, 284151.00901835534 70302.09933804665, 284105.7191873753 70882.06860806505, 285044.8768279137 70877.8188118783))",0.0603804929187721,0.2236224003310304,0.208843217722365,0.2330076240742521,-0.042794111957454,0.0490683749299465,0.5843658030683462,0.1808653007692649,-0.5345588090713335,0.0161761639658453,2.0,0.000256970319928,1,96.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,126.5,0.0,268.5,,208.5,,TQ27AA,16.5,0.1016632785027633,0.0031165910861696,0.5239853101495741,0.1315093947497857,-0.7434020267936985,0.2324454443435665,2.0,0.0002826455624646,1,127.7,0.0,60.0,0.0,30.0,0.0,80.0,0.0,157.7,0.0,157.7,0.0,,,PL68DH,47.7,0.1444573904602173,0.0489692993442566
2337,Teignbridge 013C,E01020207,283443,73054,a6b47a1e-eacb-4118-afb8-e32a17ef4f88,50.54558,-3.64642,"POLYGON ((285571.8048480378 73201.59837986389, 285486.7041613195 72487.29773969273, 284259.3977239443 72074.73244910353, 284314.07008288364 71815.7709407128, 283984.5945953907 71944.4346325442, 283809.2167918616 71114.23685855372, 283352.11897539627 71071.67805032514, 283341.6924207364 71074.02944600073, 282735.43292823737 71240.79963752397, 282417.9077736478 71879.38985261263, 282091.2071934546 73099.73327945062, 282420.20274443564 74194.58130437971, 282917.1178032826 75175.25158682105, 284452.2208293869 73111.65554469713, 284834.7989250098 73668.09602339505, 284780.06412056944 72784.27296366988, 285364.11073826917 73053.29282778135, 284932.36295429117 73733.36949316916, 285571.8048480378 73201.59837986389))",-0.0716218327466214,0.2575108960091832,0.0992591171816337,0.2370127012272073,-0.0171998187919604,0.0498082217079584,0.5310044861290781,0.2218620717960868,-0.5240085469398869,0.0212965696184839,3.333333333,0.0004282838665039,1,98.7,0.0,60.0,0.0,30.0,0.0,80.0,0.0,128.7,0.0,270.7,,210.7,,TQ27AA,18.7,0.1014879256860509,0.00347545909379,0.6026263188756996,0.1307252181554897,-0.6232676641215206,0.2360539698151727,3.333333333,0.000471075937394,1,122.3,0.0,60.0,0.0,30.0,0.0,80.0,0.0,152.3,0.0,152.3,,,,PL68DH,42.3,0.1186877444780113,0.0496868205241243
2338,Teignbridge 013D,E01020256,285253,75636,3a7e731e-7af2-4568-afe1-64da8a2209a0,50.56915,-3.62168,"POLYGON ((287586.84012809716 77363.45579204278, 286875.3854420622 75286.57683860022, 286604.53100697923 75691.1260092964, 286346.8719247207 75556.51616483074, 286284.5809475046 74890.23316965622, 286677.73340410064 74576.94982245765, 286983.59031466 74792.0646649857, 286695.90484066546 73958.31409199859, 286646.8092394151 73456.94487455784, 285898.26659802254 73455.4294674205, 286622.6128467421 72356.47638048299, 286973.7345926004 71692.28567634078, 286515.5446388269 71984.23655670046, 286172.1688268722 72066.01658429447, 286100.8112482525 72114.66376168904, 286026.77850048814 72244.00698887158, 285773.3200098092 72452.75550367625, 285794.0204401086 72499.95703593595, 285924.99974385765 72460.79120027256, 285571.8048480378 73201.59837986389, 284932.36295429117 73733.36949316916, 285364.11073826917 73053.29282778135, 284780.06412056944 72784.27296366988, 284834.7989250098 73668.09602339505, 284452.2208293869 73111.65554469713, 282917.1178032826 75175.25158682105, 282952.9303905273 75284.35194842197, 283652.97523539764 76131.43910341038, 283889.0480643436 76425.49701691605, 284450.3414947855 76680.73266982089, 284905.0662717815 76322.34155331278, 284830.5003784132 77228.06133828894, 285618.9470946281 77885.08825938145, 285849.80697896844 78164.74224996631, 286364.0463677806 77997.03755036264, 286733.89039989776 78279.79644149923, 287245.5846124075 77414.98377332443, 287586.84012809716 77363.45579204278))",,,,,,,,,,,0.666666667,8.565677335217782e-05,1,97.6,0.0,60.0,0.0,30.0,0.0,80.0,0.0,,,,,,,TQ27AA,17.6,,,0.6767615399291754,,-0.4798827391203766,,0.666666667,9.42151875353307e-05,1,125.5,,60.0,,30.0,,80.0,,155.5,,,,,,PL68DH,45.5,0.0887644018737533,
2339,Teignbridge 014A,E01020211,287470,71221,4c5b1a51-d2eb-4d71-980f-b9a681665cb2,50.52989,-3.58906,"MULTIPOLYGON (((287618.25855150796 71965.17172151143, 287652.7522164228 72040.89562369595, 287673.6714447349 71982.64278533778, 287618.25855150796 71965.17172151143)), ((287150.64744433475 70699.3207672089, 287594.49819156935 71912.85710692673, 287687.5951431555 71944.44701345183, 287710.84262645344 71429.51583106004, 287529.52320256777 70960.48565391815, 287150.64744433475 70699.3207672089)))",,0.221002917912927,,0.017633672650822,,0.0043170189589803,0.5338277825891011,0.221002917912927,-0.5384478663518781,0.017633672650822,1.666666667,0.0002141419333162,1,93.3,0.0,60.0,0.0,30.0,0.0,80.0,0.0,123.3,0.0,265.3,,205.3,,TQ27AA,13.3,0.1041263674271207,0.0043170189589803,,,,,1.666666667,0.0002355379687676,1,128.8,,60.0,,30.0,,80.0,,,,,,,,PL68DH,48.8,,
2340,Teignbridge 014B,E01020217,286776,71205,0d7116d1-8c08-4a8c-9e73-5e4ceb43e4ef,50.52962,-3.59884,"MULTIPOLYGON (((287500.41421303665 71888.94751762907, 287635.8478776078 72087.86646597943, 287652.7522164228 72040.89562369595, 287618.25855150796 71965.17172151143, 287500.41421303665 71888.94751762907)), ((287145.33878565644 70647.68492296079, 287042.7838556046 70693.5564637896, 287032.893096707 70701.16010254677, 286629.69980307715 70924.63546377924, 286261.30434856855 71115.1213290027, 286196.94428396766 71129.34126655463, 286336.73216563393 71432.899467462, 286139.907189899 71535.61711222382, 286100.8112482525 72114.66376168904, 286172.1688268722 72066.01658429447, 286515.5446388269 71984.23655670046, 286973.7345926004 71692.28567634078, 286985.88268213946 71653.46740119552, 287403.6292982812 71700.79878938416, 287594.49819156935 71912.85710692673, 287150.64744433475 70699.3207672089, 287145.33878565644 70647.68492296079)))",-0.1425867650247039,0.221179140671257,-0.0605079813633276,0.0183847889578567,0.0156764708759527,0.0041447258374825,0.5332525140443772,0.221179140671257,-0.5355051284297055,0.0183847889578567,3.333333333,0.0004282838665039,1,94.40000000000002,0.0,60.0,0.0,30.0,0.0,80.0,0.0,124.4,0.0,266.4,,206.4,,TQ27AA,14.4,0.1035889850193022,0.0041447258374825,0.6758392790690811,0.0,-0.4749971470663778,0.0,3.333333333,0.000471075937394,1,127.7,0.0,60.0,0.0,30.0,0.0,80.0,0.0,157.7,0.0,,,,,PL68DH,47.7,0.0879125141433494,0.0
