from_postcode,B152TH,B714HJ,B95SS,BA13NG,BA214AT,BB23HH,BD96RJ,BH77DW,BL97TD,BN112DH,BN212UD,BN25BE,BR68ND,BS105NB,BS234TQ,BS28HW,CA27HY,CB20QQ,CF144XW,CF311RQ,CF479DT,CH21UL,CH495PE,CM17ET,CO45JL,CT13NG,CT94AN,CV107DJ,CV22DX,CV345BW,CW14QJ,DA28DA,DE223NE,DH15TW,DN157BH,DN25LT,DT12JY,DY12HQ,E11BB,EX25DW,EX314JB,FY38NR,GL13NN,GU167UJ,HA13UJ,HP112TT,HR12ER,HU32JZ,HX30PW,IP332QZ,IP45PD,KT160PZ,KT187EG,L355DR,L78XP,L97AL,LA144LF,LA14RP,LE15WW,LL137TD,LL185UJ,LL572PW,LN25QY,LS13EX,LU40DZ,M68HD,ME169QQ,MK429DJ,MK65LD,NE14LP,NE236NZ,NG174JL,NG72UH,NN15BD,NP448YN,NR316LA,NR47UY,NW12BU,OX39DU,PE304ET,PE39GZ,PL68DH,PO196SE,PO305TG,PO63LY,PR29HT,PR86PN,RG15AN,RH15RH,RH164EX,RM70AG,S102JF,S445BL,S752EP,SA148QF,SA312AF,SA612PZ,SA66NL,SE59RW,SG14AB,SK27JE,SL24HL,SN36BB,SO166YD,SO225DG,SP28BJ,SR47TP,SS00RY,SS165NL,ST46QG,SW170QT,SW66SX,SY231ER,TA15DA,TF16TF,TN240LZ,TQ27AA,TR13LQ,TS198PE,TS43BW,WD180HB,WF14DG,WR51DD,WV100QP,YO318HE
HR12ER,72.4,71.3,79.9,93.9,135.8,169.0,187.3,177.6,158.3,206.6,223.8,208.8,191.6,78.8,91.7,78.8,246.4,172.3,72.4,87.4,59.5,118.6,132.5,198.0,220.6,226.0,245.3,89.6,91.7,81.0,121.8,191.6,114.3,252.8,181.9,161.5,157.2,72.4,171.2,139.0,162.6,183.0,52.0,145.4,149.7,127.2,0.0,201.3,176.6,198.0,228.1,149.7,163.7,148.6,141.1,155.1,230.3,185.2,108.9,101.4,141.1,176.6,168.0,185.2,144.3,148.6,195.9,144.3,128.2,266.8,276.4,133.6,122.9,121.8,52.0,258.2,231.3,161.5,103.5,191.6,151.9,184.1,183.0,253.9,166.9,166.9,166.9,128.2,173.3,197.0,185.2,158.3,142.2,164.8,98.2,115.3,146.5,89.6,176.6,165.8,147.6,145.4,89.6,154.0,142.2,143.3,261.4,202.3,190.5,106.8,176.6,162.6,105.7,113.2,82.1,214.2,158.3,236.7,245.3,241.0,151.9,176.6,45.5,81.0,201.3
HU32JZ,147.6,144.3,136.8,236.7,284.0,120.7,77.8,280.7,98.2,271.1,287.2,272.2,229.2,220.6,239.9,220.6,177.6,165.8,245.3,260.3,244.2,136.8,142.2,206.6,219.5,257.1,275.4,133.6,134.7,146.5,137.9,214.2,100.3,130.4,42.3,50.9,309.7,154.0,214.2,287.2,310.8,140.0,190.5,222.7,202.3,204.5,201.3,0.0,79.9,190.5,221.7,213.1,228.1,119.6,128.2,127.2,187.3,142.2,121.8,148.6,163.7,199.1,60.6,68.1,174.4,102.5,234.6,160.5,162.6,144.3,152.9,84.2,97.1,151.9,235.6,200.2,169.0,212.0,189.5,127.2,125.0,331.2,279.7,357.0,271.1,123.9,139.0,226.0,236.7,260.3,207.7,74.5,76.7,73.5,284.0,300.1,332.3,275.4,223.8,170.1,107.8,206.6,220.6,257.1,245.3,267.9,139.0,226.0,213.1,137.9,231.3,218.5,243.2,261.4,157.2,251.7,305.4,384.9,122.9,117.5,193.8,62.7,165.8,145.4,61.6
HX30PW,123.9,117.5,123.9,210.9,259.3,59.5,25.1,277.5,38.0,266.8,282.9,268.9,239.9,195.9,214.2,195.9,142.2,183.0,220.6,235.6,219.5,76.7,82.1,223.8,236.7,267.9,286.1,129.3,130.4,142.2,76.7,224.9,96.0,111.1,72.4,57.4,279.7,121.8,216.3,262.5,285.0,78.8,165.8,218.5,198.0,201.3,175.5,79.9,0.0,207.7,238.9,209.9,223.8,59.5,67.0,65.9,126.1,81.0,118.6,87.4,102.5,137.9,98.2,30.5,170.1,42.3,245.3,170.1,159.4,125.0,134.7,79.9,92.8,148.6,210.9,231.3,201.3,207.7,185.2,159.4,142.2,306.5,275.4,353.8,266.8,62.7,77.8,221.7,233.5,256.0,219.5,60.6,73.5,43.4,258.2,232.4,267.9,250.7,219.5,187.3,47.7,203.4,195.9,253.9,242.1,249.6,120.7,236.7,223.8,83.1,227.0,214.2,181.9,236.7,126.1,263.6,280.7,359.1,103.5,99.2,189.5,35.9,140.0,114.3,60.6
IP332QZ,148.6,144.3,137.9,200.2,222.7,238.9,206.6,189.5,227.0,157.2,168.0,152.9,105.7,201.3,223.8,199.1,305.4,45.5,231.3,246.4,241.0,224.9,230.3,62.7,52.0,133.6,152.9,123.9,119.6,132.5,191.6,91.7,152.9,258.2,174.4,165.8,217.4,154.0,90.6,271.1,294.7,252.8,187.3,123.9,102.5,114.3,198.0,190.5,207.7,0.0,42.3,115.3,126.1,218.5,226.0,224.9,300.1,255.0,117.5,213.1,251.7,286.1,145.4,195.9,91.7,218.5,111.1,73.5,87.4,271.1,280.7,151.9,140.0,97.1,220.6,86.4,58.4,102.5,132.5,62.7,82.1,316.2,172.3,259.3,172.3,236.7,236.7,128.2,121.8,141.1,85.3,177.6,169.0,179.8,277.5,293.6,325.9,268.9,104.6,68.1,217.4,108.9,161.5,165.8,156.2,186.2,266.8,96.0,90.6,176.6,113.2,115.3,267.9,245.3,168.0,129.3,289.3,368.8,249.6,245.3,94.9,190.5,162.6,150.8,206.6
IP45PD,179.8,175.5,169.0,214.2,236.7,270.0,236.7,202.3,258.2,152.9,162.6,148.6,101.4,215.2,236.7,213.1,336.6,76.7,244.2,259.3,270.0,256.0,261.4,60.6,32.6,129.3,147.6,155.1,150.8,163.7,222.7,86.4,184.1,288.3,205.6,197.0,231.3,185.2,98.2,285.0,308.7,284.0,202.3,137.9,111.1,127.2,229.2,221.7,238.9,42.3,0.0,128.2,121.8,249.6,257.1,256.0,331.2,286.1,148.6,244.2,282.9,317.3,176.6,227.0,114.3,249.6,106.8,104.6,118.6,302.2,311.9,183.0,171.2,128.2,234.6,74.5,70.2,108.9,151.9,93.9,113.2,329.1,168.0,263.6,176.6,267.9,267.9,142.2,116.4,135.8,79.9,207.7,200.2,210.9,290.4,307.6,339.8,282.9,112.1,99.2,248.5,122.9,175.5,178.7,170.1,200.2,297.9,75.6,73.5,207.7,120.7,125.0,299.0,259.3,199.1,123.9,303.3,382.8,280.7,276.4,108.9,221.7,192.7,181.9,237.8
KT160PZ,118.6,126.1,117.5,106.8,120.7,219.5,206.6,87.4,208.8,67.0,84.2,69.2,52.0,107.8,130.4,106.8,296.9,85.3,137.9,152.9,162.6,205.6,210.9,84.2,106.8,86.4,105.7,108.9,105.7,93.9,173.3,52.0,137.9,264.6,193.8,173.3,115.3,127.2,54.1,178.7,201.3,233.5,106.8,23.0,33.7,33.7,149.7,213.1,208.8,115.3,128.2,0.0,24.1,199.1,207.7,206.6,280.7,235.6,110.0,194.8,232.4,267.9,169.0,197.0,46.6,200.2,56.3,69.2,63.8,278.6,288.3,145.4,134.7,77.8,128.2,176.6,148.6,45.5,58.4,136.8,107.8,222.7,76.7,154.0,67.0,217.4,218.5,35.9,33.7,57.4,70.2,170.1,154.0,176.6,184.1,201.3,233.5,176.6,48.8,55.2,199.1,25.1,68.1,63.8,54.1,84.2,274.3,82.1,68.1,157.2,36.9,35.9,244.2,152.9,149.7,74.5,197.0,275.4,257.1,252.8,39.1,188.4,123.9,132.5,214.2
KT187EG,133.6,140.0,131.5,121.8,135.8,234.6,221.7,101.4,222.7,58.4,77.8,63.8,46.6,122.9,145.4,120.7,310.8,215.2,151.9,166.9,177.6,220.6,226.0,78.8,101.4,81.0,99.2,123.9,119.6,107.8,187.3,46.6,151.9,279.7,207.7,187.3,130.4,141.1,45.5,192.7,216.3,248.5,120.7,36.9,45.5,48.8,164.8,228.1,222.7,128.2,121.8,24.1,0.0,214.2,221.7,220.6,294.7,250.7,125.0,208.8,246.4,281.8,184.1,212.0,61.6,214.2,50.9,83.1,77.8,292.6,302.2,160.5,148.6,91.7,142.2,188.4,160.5,44.5,72.4,150.8,121.8,236.7,72.4,216.3,72.4,232.4,232.4,49.8,28.4,50.9,63.8,184.1,169.0,190.5,199.1,215.2,247.4,190.5,35.9,69.2,213.1,39.1,83.1,77.8,69.2,98.2,288.3,75.6,62.7,172.3,26.2,29.4,258.2,166.9,163.7,187.3,210.9,290.4,789.8,266.8,53.1,202.3,139.0,146.5,228.1
L355DR,97.1,89.6,97.1,184.1,231.3,50.9,69.2,253.9,40.2,258.2,274.3,259.3,234.6,169.0,187.3,169.0,127.2,192.7,193.8,208.8,192.7,38.0,36.9,226.0,249.6,262.5,280.7,110.0,112.1,120.7,49.8,219.5,91.7,150.8,112.1,97.1,252.8,94.9,210.9,235.6,258.2,64.9,139.0,209.9,192.7,177.6,148.6,119.6,58.4,218.5,248.5,200.2,215.2,0.0,21.9,18.7,111.1,67.0,125.0,48.8,64.9,99.2,137.9,70.2,164.8,30.5,239.9,164.8,154.0,164.8,174.4,115.3,113.2,143.3,184.1,278.6,251.7,202.3,162.6,199.1,172.3,279.7,260.3,331.2,244.2,48.8,38.0,199.1,223.8,247.4,213.1,88.5,97.1,83.1,231.3,193.8,229.2,223.8,214.2,187.3,45.5,191.6,169.0,230.3,218.5,221.7,159.4,231.3,218.5,56.3,221.7,208.8,143.3,209.9,84.2,257.1,253.9,332.3,143.3,139.0,184.1,75.6,113.2,87.4,100.3
L78XP,104.6,97.1,104.6,191.6,238.9,55.2,76.7,261.4,47.7,265.7,281.8,266.8,242.1,176.6,194.8,176.6,131.5,200.2,201.3,216.3,200.2,35.9,21.9,233.5,257.1,270.0,288.3,117.5,119.6,128.2,57.4,227.0,99.2,158.3,119.6,104.6,260.3,102.5,218.5,243.2,265.7,69.2,146.5,217.4,200.2,185.2,141.1,127.2,65.9,226.0,256.0,207.7,222.7,20.8,0.0,18.7,115.3,71.3,132.5,48.8,59.5,93.9,145.4,77.8,172.3,38.0,247.4,172.3,161.5,172.3,181.9,122.9,120.7,150.8,191.6,286.1,259.3,209.9,170.1,206.6,179.8,287.2,267.9,338.7,251.7,53.1,40.2,206.6,231.3,255.0,220.6,96.0,104.6,90.6,203.4,192.7,229.2,231.3,221.7,194.8,53.1,199.1,176.6,237.8,226.0,229.2,168.0,238.9,226.0,63.8,229.2,216.3,139.0,217.4,84.2,264.6,261.4,339.8,150.8,146.5,191.6,83.1,120.7,94.9,107.8
L97AL,103.5,97.1,103.5,190.5,238.9,46.6,76.7,261.4,46.6,264.6,280.7,266.8,241.0,175.5,193.8,175.5,123.9,200.2,200.2,215.2,199.1,42.3,28.4,233.5,256.0,268.9,288.3,117.5,119.6,128.2,56.3,227.0,98.2,157.2,118.6,104.6,259.3,101.4,217.4,242.1,264.6,60.6,145.4,216.3,199.1,184.1,156.2,126.1,65.9,224.9,256.0,207.7,221.7,17.6,17.6,0.0,107.8,62.7,131.5,54.1,69.2,104.6,144.3,76.7,171.2,38.0,246.4,172.3,160.5,171.2,180.9,122.9,119.6,149.7,190.5,286.1,258.2,208.8,169.0,205.6,179.8,286.1,266.8,337.7,250.7,44.5,31.6,205.6,231.3,253.9,220.6,94.9,103.5,89.6,237.8,198.0,234.6,230.3,220.6,193.8,52.0,198.0,175.5,237.8,224.9,229.2,166.9,237.8,226.0,62.7,228.1,216.3,148.6,216.3,89.6,264.6,260.3,338.7,149.7,145.4,190.5,82.1,119.6,93.9,106.8
LA144LF,177.6,171.2,177.6,265.7,313.0,89.6,108.9,335.5,107.8,338.7,355.9,340.9,315.1,250.7,268.9,249.6,96.0,274.3,275.4,290.4,273.2,130.4,126.1,307.6,331.2,344.1,362.4,191.6,193.8,202.3,130.4,301.2,172.3,129.3,179.8,164.8,334.4,176.6,292.6,316.2,339.8,90.6,219.5,290.4,274.3,259.3,230.3,187.3,126.1,300.1,330.1,281.8,295.8,110.0,116.4,107.8,0.0,61.6,206.6,141.1,157.2,191.6,205.6,137.9,246.4,103.5,321.6,246.4,234.6,151.9,160.5,179.8,193.8,223.8,264.6,338.7,308.7,284.0,244.2,266.8,249.6,361.3,340.9,411.8,324.8,74.5,108.9,279.7,305.4,329.1,294.7,156.2,173.3,150.8,313.0,286.1,322.6,304.4,294.7,267.9,117.5,273.2,249.6,311.9,300.1,303.3,146.5,313.0,300.1,137.9,303.3,290.4,236.7,290.4,179.8,338.7,334.4,413.9,134.7,139.0,265.7,143.3,194.8,169.0,141.1
LA14RP,133.6,127.2,133.6,220.6,268.9,45.5,92.8,290.4,62.7,294.7,310.8,295.8,271.1,205.6,223.8,205.6,77.8,230.3,230.3,245.3,229.2,86.4,81.0,263.6,286.1,299.0,317.3,146.5,149.7,158.3,86.4,257.1,128.2,110.0,135.8,120.7,289.3,131.5,247.4,272.2,294.7,46.6,175.5,246.4,229.2,214.2,185.2,143.3,82.1,255.0,286.1,237.8,251.7,65.9,71.3,62.7,61.6,0.0,161.5,97.1,112.1,147.6,160.5,92.8,201.3,59.5,276.4,201.3,190.5,132.5,142.2,135.8,149.7,179.8,220.6,294.7,263.6,238.9,199.1,221.7,205.6,316.2,296.9,367.7,280.7,30.5,64.9,235.6,260.3,284.0,250.7,112.1,128.2,105.7,267.9,242.1,277.5,260.3,250.7,223.8,73.5,228.1,205.6,267.9,255.0,259.3,128.2,267.9,255.0,92.8,258.2,246.4,191.6,246.4,134.7,294.7,290.4,368.8,116.4,119.6,220.6,98.2,149.7,123.9,122.9
LE15WW,59.5,56.3,48.8,144.3,191.6,145.4,115.3,177.6,134.7,168.0,184.1,169.0,140.0,129.3,147.6,128.2,221.7,92.8,154.0,169.0,151.9,131.5,136.8,132.5,147.6,168.0,187.3,30.5,31.6,42.3,98.2,126.1,46.6,173.3,102.5,82.1,206.6,65.9,116.4,194.8,218.5,159.4,98.2,119.6,99.2,101.4,108.9,121.8,117.5,118.6,148.6,110.0,125.0,125.0,132.5,131.5,206.6,161.5,0.0,123.9,158.3,192.7,71.3,105.7,70.2,125.0,146.5,71.3,59.5,187.3,197.0,54.1,41.2,48.8,143.3,178.7,150.8,108.9,86.4,96.0,57.4,239.9,176.6,253.9,168.0,143.3,143.3,122.9,133.6,157.2,119.6,78.8,62.7,85.3,191.6,207.7,239.9,183.0,119.6,92.8,114.3,103.5,116.4,154.0,142.2,164.8,183.0,136.8,125.0,79.9,128.2,115.3,178.7,169.0,79.9,163.7,213.1,292.6,165.8,161.5,90.6,97.1,73.5,62.7,122.9
LL137TD,91.7,84.2,91.7,178.7,226.0,79.9,98.2,248.5,69.2,252.8,268.9,253.9,229.2,163.7,181.9,163.7,157.2,187.3,165.8,180.9,142.2,26.2,40.2,220.6,244.2,257.1,275.4,104.6,106.8,115.3,44.5,214.2,92.8,179.8,141.1,126.1,247.4,88.5,205.6,229.2,252.8,93.9,133.6,204.5,187.3,172.3,101.4,148.6,88.5,213.1,243.2,194.8,209.9,48.8,49.8,54.1,141.1,96.0,123.9,0.0,49.8,84.2,152.9,99.2,159.4,60.6,234.6,159.4,148.6,193.8,203.4,116.4,114.3,137.9,145.4,273.2,246.4,197.0,157.2,206.6,166.9,274.3,255.0,324.8,237.8,77.8,73.5,193.8,218.5,242.1,207.7,105.7,115.3,99.2,163.7,154.0,189.5,170.1,208.8,181.9,62.7,186.2,163.7,224.9,213.1,216.3,189.5,226.0,213.1,57.4,216.3,203.4,108.9,203.4,58.4,251.7,248.5,326.9,172.3,168.0,178.7,104.6,107.8,78.8,129.3
LL185UJ,129.3,122.9,129.3,216.3,264.6,94.9,113.2,286.1,84.2,290.4,306.5,291.5,266.8,201.3,219.5,201.3,172.3,224.9,226.0,241.0,181.9,44.5,49.8,259.3,281.8,294.7,313.0,142.2,145.4,154.0,72.4,251.7,123.9,194.8,156.2,141.1,285.0,127.2,243.2,267.9,290.4,108.9,171.2,242.1,224.9,209.9,142.2,163.7,102.5,250.7,281.8,233.5,247.4,63.8,59.5,67.0,156.2,111.1,157.2,49.8,0.0,44.5,168.0,114.3,197.0,74.5,272.2,197.0,186.2,208.8,218.5,148.6,145.4,175.5,186.2,311.9,284.0,234.6,194.8,229.2,205.6,311.9,292.6,363.4,276.4,92.8,88.5,231.3,256.0,279.7,246.4,120.7,129.3,114.3,204.5,193.8,202.3,209.9,246.4,219.5,77.8,223.8,201.3,262.5,250.7,255.0,204.5,263.6,250.7,88.5,253.9,242.1,113.2,242.1,98.2,290.4,286.1,364.5,187.3,183.0,216.3,119.6,145.4,119.6,144.3
LL572PW,164.8,158.3,164.8,252.8,300.1,130.4,149.7,322.6,119.6,325.9,342.0,328.0,302.2,236.7,255.0,236.7,207.7,261.4,216.3,221.7,191.6,79.9,85.3,294.7,317.3,330.1,349.5,178.7,180.9,189.5,108.9,288.3,159.4,230.3,191.6,177.6,321.6,162.6,278.6,303.3,326.9,144.3,206.6,277.5,261.4,245.3,177.6,200.2,139.0,287.2,317.3,268.9,282.9,99.2,94.9,103.5,191.6,146.5,193.8,85.3,45.5,0.0,203.4,149.7,232.4,111.1,307.6,233.5,221.7,244.2,253.9,184.1,180.9,210.9,203.4,347.3,319.4,271.1,230.3,264.6,241.0,347.3,328.0,398.9,311.9,128.2,123.9,266.8,292.6,315.1,281.8,156.2,165.8,149.7,197.0,172.3,195.9,199.1,281.8,255.0,113.2,260.3,236.7,299.0,287.2,290.4,239.9,299.0,287.2,123.9,289.3,277.5,107.8,277.5,134.7,325.9,321.6,401.0,222.7,218.5,252.8,155.1,181.9,155.1,179.8
LN25QY,112.1,108.9,101.4,201.3,248.5,137.9,96.0,236.7,116.4,227.0,243.2,228.1,183.0,186.2,204.5,185.2,195.9,119.6,209.9,224.9,208.8,142.2,147.6,160.5,173.3,210.9,229.2,89.6,90.6,101.4,131.5,168.0,76.7,147.6,43.4,56.3,265.7,118.6,168.0,251.7,275.4,158.3,155.1,178.7,157.2,160.5,165.8,59.5,98.2,144.3,175.5,169.0,184.1,137.9,146.5,144.3,205.6,160.5,70.2,152.9,169.0,203.4,0.0,86.4,130.4,120.7,188.4,114.3,118.6,161.5,171.2,54.1,57.4,107.8,200.2,150.8,120.7,163.7,145.4,78.8,68.1,295.8,235.6,313.0,227.0,142.2,157.2,181.9,192.7,216.3,161.5,67.0,60.6,69.2,248.5,264.6,296.9,239.9,174.4,123.9,107.8,162.6,175.5,213.1,201.3,223.8,156.2,179.8,166.9,113.2,184.1,171.2,229.2,226.0,129.3,205.6,270.0,349.5,140.0,135.8,149.7,79.9,130.4,115.3,97.1
LS13EX,131.5,127.2,120.7,219.5,266.8,70.2,25.1,264.6,48.8,253.9,271.1,256.0,227.0,204.5,222.7,204.5,141.1,170.1,229.2,244.2,228.1,87.4,92.8,210.9,223.8,255.0,273.2,116.4,117.5,129.3,87.4,212.0,83.1,92.8,59.5,45.5,292.6,132.5,203.4,271.1,293.6,89.6,174.4,205.6,185.2,188.4,184.1,67.0,29.4,194.8,226.0,197.0,210.9,70.2,77.8,76.7,136.8,91.7,105.7,98.2,114.3,148.6,85.3,0.0,157.2,53.1,232.4,157.2,146.5,106.8,116.4,67.0,79.9,135.8,219.5,218.5,188.4,194.8,173.3,146.5,129.3,315.1,263.6,340.9,253.9,73.5,88.5,208.8,220.6,243.2,206.6,47.7,60.6,30.5,266.8,243.2,278.6,258.2,206.6,174.4,58.4,190.5,204.5,241.0,229.2,250.7,102.5,223.8,210.9,93.9,214.2,201.3,192.7,244.2,136.8,250.7,289.3,367.7,85.3,81.0,176.6,23.0,148.6,125.0,42.3
LU40DZ,93.9,90.6,83.1,132.5,155.1,184.1,168.0,121.8,173.3,104.6,120.7,106.8,77.8,133.6,156.2,131.5,261.4,61.6,163.7,178.7,186.2,170.1,175.5,70.2,92.8,105.7,123.9,70.2,65.9,72.4,137.9,62.7,98.2,226.0,154.0,133.6,149.7,100.3,54.1,203.4,227.0,198.0,114.3,56.3,35.9,46.6,143.3,174.4,169.0,92.8,113.2,47.7,61.6,163.7,172.3,171.2,245.3,200.2,71.3,158.3,197.0,231.3,130.4,158.3,0.0,164.8,83.1,29.4,24.1,238.9,248.5,106.8,94.9,38.0,152.9,152.9,125.0,45.5,70.2,107.8,70.2,248.5,113.2,191.6,104.6,181.9,183.0,60.6,71.3,93.9,57.4,131.5,115.3,136.8,209.9,226.0,258.2,201.3,57.4,30.5,163.7,41.2,93.9,98.2,88.5,118.6,234.6,74.5,61.6,121.8,64.9,52.0,213.1,177.6,114.3,101.4,221.7,301.2,217.4,213.1,27.3,148.6,107.8,97.1,174.4
M68HD,96.0,89.6,96.0,183.0,231.3,41.2,53.1,252.8,23.0,257.1,273.2,258.2,233.5,168.0,186.2,168.0,119.6,191.6,192.7,207.7,191.6,48.8,54.1,226.0,248.5,261.4,279.7,108.9,112.1,120.7,48.8,218.5,90.6,134.7,96.0,81.0,251.7,93.9,209.9,234.6,257.1,56.3,137.9,208.8,191.6,176.6,147.6,103.5,42.3,217.4,248.5,200.2,214.2,31.6,39.1,38.0,103.5,58.4,123.9,59.5,74.5,110.0,121.8,54.1,163.7,0.0,238.9,163.7,152.9,148.6,158.3,91.7,112.1,142.2,183.0,255.0,223.8,201.3,161.5,181.9,165.8,278.6,259.3,330.1,243.2,40.2,49.8,198.0,222.7,246.4,213.1,68.1,82.1,67.0,230.3,203.4,239.9,222.7,213.1,186.2,27.3,190.5,168.0,229.2,217.4,221.7,143.3,230.3,217.4,55.2,220.6,208.8,154.0,208.8,97.1,257.1,252.8,331.2,127.2,121.8,183.0,58.4,112.1,86.4,83.1
ME169QQ,165.8,165.8,158.3,154.0,168.0,260.3,243.2,133.6,248.5,81.0,73.5,76.7,36.9,155.1,177.6,152.9,336.6,86.4,184.1,199.1,209.9,245.3,250.7,62.7,85.3,43.4,62.7,145.4,141.1,140.0,213.1,29.4,173.3,301.2,218.5,208.8,162.6,173.3,50.9,224.9,248.5,274.3,152.9,69.2,79.9,81.0,197.0,234.6,244.2,112.1,106.8,56.3,49.8,238.9,247.4,246.4,320.5,275.4,146.5,234.6,272.2,307.6,189.5,233.5,83.1,239.9,0.0,104.6,99.2,315.1,324.8,181.9,171.2,114.3,174.4,172.3,145.4,60.6,104.6,137.9,126.1,268.9,96.0,191.6,104.6,257.1,258.2,82.1,45.5,63.8,48.8,206.6,190.5,213.1,231.3,247.4,279.7,222.7,50.9,81.0,238.9,71.3,115.3,110.0,101.4,130.4,309.7,60.6,46.6,197.0,61.6,62.7,288.3,199.1,189.5,31.6,243.2,322.6,293.6,288.3,77.8,224.9,171.2,172.3,249.6
MK429DJ,94.9,91.7,84.2,141.1,176.6,185.2,169.0,143.3,174.4,126.1,142.2,128.2,99.2,142.2,163.7,140.0,262.5,47.7,171.2,186.2,187.3,171.2,176.6,88.5,102.5,127.2,145.4,70.2,67.0,73.5,137.9,84.2,99.2,227.0,143.3,134.7,171.2,101.4,75.6,212.0,235.6,199.1,114.3,77.8,57.4,68.1,144.3,159.4,170.1,73.5,103.5,69.2,83.1,164.8,173.3,171.2,246.4,201.3,71.3,159.4,198.0,232.4,114.3,159.4,29.4,164.8,104.6,0.0,25.1,239.9,249.6,107.8,96.0,39.1,161.5,133.6,106.8,67.0,70.2,88.5,50.9,256.0,134.7,213.1,126.1,183.0,184.1,82.1,92.8,115.3,78.8,131.5,116.4,137.9,217.4,234.6,266.8,209.9,78.8,34.8,164.8,62.7,100.3,119.6,110.0,140.0,235.6,96.0,83.1,122.9,86.4,73.5,214.2,186.2,114.3,122.9,230.3,309.7,218.5,214.2,48.8,149.7,108.9,98.2,175.5
MK65LD,83.1,79.9,72.4,122.9,171.2,173.3,157.2,137.9,162.6,121.8,137.9,122.9,93.9,123.9,146.5,121.8,250.7,61.6,154.0,169.0,175.5,159.4,164.8,86.4,108.9,122.9,141.1,59.5,55.2,61.6,127.2,79.9,87.4,215.2,143.3,122.9,166.9,89.6,71.3,193.8,217.4,187.3,96.0,73.5,53.1,62.7,132.5,162.6,158.3,87.4,118.6,63.8,78.8,152.9,161.5,159.4,234.6,189.5,59.5,147.6,186.2,220.6,119.6,147.6,25.1,154.0,100.3,24.1,0.0,228.1,237.8,96.0,84.2,27.3,143.3,148.6,120.7,62.7,52.0,102.5,64.9,238.9,130.4,207.7,121.8,171.2,172.3,76.7,87.4,111.1,73.5,119.6,104.6,126.1,200.2,216.3,248.5,191.6,73.5,46.6,152.9,57.4,82.1,114.3,105.7,134.7,223.8,90.6,78.8,111.1,82.1,69.2,202.3,168.0,102.5,117.5,212.0,291.5,206.6,202.3,44.5,137.9,97.1,86.4,163.7
NE14LP,213.1,209.9,202.3,302.2,349.5,142.2,115.3,346.3,143.3,336.6,352.7,337.7,308.7,287.2,305.4,286.1,75.6,245.3,310.8,325.9,309.7,181.9,187.3,286.1,300.1,336.6,355.9,199.1,200.2,212.0,183.0,294.7,165.8,28.4,135.8,120.7,375.3,219.5,286.1,352.7,376.3,161.5,256.0,288.3,267.9,270.0,266.8,143.3,125.0,271.1,301.2,279.7,293.6,164.8,173.3,172.3,150.8,132.5,187.3,193.8,208.8,244.2,161.5,107.8,239.9,147.6,314.0,239.9,229.2,0.0,21.9,149.7,162.6,217.4,301.2,294.7,264.6,277.5,255.0,221.7,205.6,396.7,345.2,422.5,336.6,145.4,184.1,291.5,302.2,325.9,288.3,134.7,142.2,118.6,349.5,365.6,397.8,340.9,289.3,249.6,152.9,272.2,286.1,323.7,310.8,333.4,25.1,305.4,293.6,189.5,296.9,284.0,288.3,326.9,222.7,332.3,371.0,450.4,46.6,58.4,259.3,110.0,231.3,210.9,97.1
NE236NZ,220.6,217.4,209.9,308.7,357.0,149.7,122.9,353.8,150.8,344.1,360.2,345.2,316.2,293.6,311.9,293.6,81.0,252.8,318.3,333.4,317.3,189.5,194.8,293.6,307.6,344.1,363.4,206.6,207.7,218.5,190.5,302.2,173.3,34.8,143.3,128.2,382.8,227.0,292.6,360.2,383.8,169.0,263.6,295.8,275.4,277.5,274.3,150.8,132.5,278.6,308.7,286.1,301.2,172.3,180.9,178.7,158.3,140.0,194.8,200.2,216.3,250.7,169.0,114.3,247.4,155.1,321.6,247.4,235.6,20.8,0.0,157.2,170.1,224.9,308.7,302.2,271.1,285.0,262.5,229.2,213.1,404.3,352.7,430.0,344.1,152.9,191.6,299.0,309.7,333.4,295.8,142.2,149.7,125.0,357.0,373.1,405.3,348.4,295.8,257.1,160.5,279.7,293.6,330.1,318.3,340.9,28.4,313.0,300.1,197.0,304.4,291.5,295.8,334.4,230.3,339.8,378.5,456.9,54.1,60.6,266.8,117.5,238.9,218.5,104.6
NG174JL,79.9,76.7,69.2,169.0,216.3,113.2,77.8,214.2,91.7,203.4,219.5,204.5,175.5,154.0,172.3,152.9,184.1,126.1,177.6,192.7,176.6,121.8,127.2,168.0,180.9,204.5,222.7,65.9,67.0,78.8,89.6,161.5,32.6,135.8,64.9,44.5,242.1,86.4,152.9,219.5,243.2,132.5,122.9,155.1,134.7,136.8,133.6,84.2,79.9,151.9,183.0,146.5,160.5,115.3,123.9,122.9,179.8,134.7,54.1,116.4,148.6,183.0,54.1,68.1,106.8,91.7,181.9,106.8,96.0,149.7,159.4,0.0,29.4,84.2,168.0,175.5,145.4,144.3,121.8,103.5,86.4,263.6,212.0,289.3,203.4,116.4,134.7,158.3,169.0,192.7,155.1,41.2,25.1,47.7,216.3,232.4,264.6,207.7,156.2,128.2,76.7,139.0,152.9,190.5,177.6,200.2,144.3,173.3,160.5,70.2,163.7,150.8,189.5,193.8,89.6,199.1,237.8,317.3,128.2,123.9,126.1,59.5,98.2,77.8,85.3
