property,,unit_travel_time,unit_postcode,selected,admissions,relative_frequency,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency,unit_travel_time,unit_postcode,selected,admissions,relative_frequency,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency,utility_shift,utility_shift,mRS shift,mRS shift,mRS 0-2,mRS 0-2
scenario,,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership
subtype,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,mean,std,mean,std,mean,std
lsoa,lsoa_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herefordshire 023G,E01014058,25.1,GL13NN,1,1.666666667,0.000214141933316202,30,0,60,0,80,0,105.1,0,,,,,,,,,,,,,1.666666667,0.000214141933316202,59.5,BS105NB,1,1.666666667,0.00023553796876766536,30,0,60,0,80,0,139.5,0,169.5,0,,,169.5,,-0.5784639524513332,0.22471519022923223,0.11069986220231555,0.04742362126458729,0.5939691516095279,0.1331951378446297,1.666666667,0.00023553796876766536,,0.04742362126458729,,0.22471519022923223,,0.1331951378446297
Malvern Hills 011B,E01032200,31.6,GL13NN,1,3.0,0.00038545547989207247,30,0,60,0,80,0,111.59999999999998,0,141.6,0,218.2,,278.2,,-0.4980274015104973,0.01786034599337468,0.09679016337391044,0.0037835857246264924,0.5259684453614402,0.22144911136589088,3.0,0.00038545547989207247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0037835857246264924,,0.01786034599337468,,0.22144911136589088
Mendip 001A,E01029022,26.2,BA13NG,1,1.666666667,0.000214141933316202,30,0,60,0,80,0,106.2,0,136.2,0,,,,,-0.52256723755205,0.0,0.09617833471744708,0.0,0.684792889255142,0.0,1.666666667,0.000214141933316202,47.7,BS105NB,1,1.666666667,0.00023553796876766536,30,0,60,0,80,0,127.7,0,157.7,0,,,,,-0.47499714706637786,0.0,0.08791251414334944,0.0,0.6758392790690811,0.0,1.666666667,0.00023553796876766536,0.008265820574097638,0.0,-0.04757009048567218,0.0,0.00895361018606089,0.0
Mendip 001B,E01029023,27.3,BA13NG,1,1.333333333,0.00017131354657587048,30,,60,,80,,107.3,,137.3,,,,,,-0.5201430464894439,,0.09575866086467022,,0.6843380411691161,,1.333333333,0.00017131354657587048,48.8,BS105NB,1,1.333333333,0.0001884303749293386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendip 001C,E01029044,32.6,BA13NG,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,,54.1,BS105NB,1,0.666666667,9.42151875353307e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendip 001D,E01029053,35.9,BA13NG,1,5.333333333,0.000685254186431967,30,0,60,0,80,0,115.9,0,145.9,0,,,,,-0.501154154382824,0.0,0.09246553903781563,0.0,0.6807698225220166,0.0,5.333333333,0.000685254186431967,57.4,BS105NB,1,5.333333333,0.0007537214998586772,30,0,60,0,80,0,137.4,0,167.4,0,,,167.4,0.0,-0.7470889175510449,0.19578693604444508,0.1460995359121831,0.04130632295139758,0.49911717021078117,0.11509302779481695,5.333333333,0.0007537214998586772,-0.053633996874367484,0.04130632295139758,0.24593476316822094,0.19578693604444508,0.1816526523112354,0.11509302779481695
Mendip 001E,E01029057,27.3,BA13NG,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,107.3,0,137.3,0,201.0,,261.0,,-0.5266229232812126,0.011223475830129982,0.1004252598181814,0.008082786486029118,0.5829906541992553,0.17553882344614297,2.666666667,0.0003426270932802261,48.8,BS105NB,1,2.666666667,0.00037686075,30,0,60,0,80,0,128.8,0,158.8,,,,,,-0.47255284346186266,,0.08748605305968316,,0.6753776355447402,,2.666666667,0.00037686075,0.012939206758498245,0.008082786486029118,-0.05407007981934997,0.011223475830129982,-0.09238698134548484,0.17553882344614297
Mendip 002A,E01029024,30.5,BA13NG,1,2.333333333,0.00029979870653989467,30,0,60,0,80,0,110.5,0,140.5,0,,,,,-0.5130848698373573,0.0,0.09453580378909943,0.0,0.6830128396978011,0.0,2.333333333,0.00029979870653989467,42.3,BS105NB,1,2.333333333,0.0003297531561616733,30,0,60,0,80,0,122.3,0,,,,,,,,,,,,,2.333333333,0.0003297531561616733,,0.0,,0.0,,0.0
Mendip 002B,E01029025,30.5,BA13NG,1,3.0,0.00038545547989207247,30,0,60,0,80,0,110.5,0,140.5,,204.2,,264.2,,-0.5294553443737078,,0.10783844282844307,,0.37825550832132593,,3.0,0.00038545547989207247,48.8,BS105NB,1,3.0,0.00042396834369700395,30,0,60,0,80,0,128.8,0,158.8,0,,,158.8,0.0,-0.8738964125436235,0.0,0.1720515500885405,0.0,0.4473216788984528,0.0,3.0,0.00042396834369700395,-0.06421310726009744,0.0,0.3444410681699157,0.0,-0.06906617057712688,0.0
Mendip 002C,E01029026,30.5,BA13NG,1,1.333333333,0.00017131354657587048,30,0,60,0,80,0,110.5,0,140.5,0,204.2,0,264.2,0,-0.5239985195282576,0.00945149788032382,0.10340422981532853,0.00768028223029748,0.4798412854468177,0.17595172730771994,1.333333333,0.00017131354657587048,48.8,BS105NB,1,1.333333333,0.0001884303749293386,30,0,60,0,80,0,128.8,0,158.8,,,,,,-0.47255284346186266,,0.08748605305968316,,0.6753776355447402,,1.333333333,0.0001884303749293386,0.015918176755645372,0.00768028223029748,-0.05144567606639494,0.00945149788032382,-0.19553635009792247,0.17595172730771994
Mendip 002D,E01029068,27.3,BA13NG,1,3.0,0.00038545547989207247,30,,60,,80,,107.3,,,,,,,,,,,,,,3.0,0.00038545547989207247,46.6,BS105NB,1,3.0,0.00042396834369700395,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendip 002E,E01029069,31.6,BA13NG,1,1.666666667,0.000214141933316202,30,0,60,0,80,0,111.6,0,141.6,0,,,,,-0.5106565732767505,0.0,0.09411476425082643,0.0,0.6825566136959965,0.0,1.666666667,0.000214141933316202,47.7,BS105NB,1,1.666666667,0.00023553796876766536,30,,60,,80,,127.7,,157.7,,,,,,-0.47499714706637786,,0.08791251414334944,,0.6758392790690811,,1.666666667,0.00023553796876766536,0.006202250107476992,0.0,-0.03565942621037266,0.0,0.006717334626915372,0.0
Mendip 003A,E01029030,29.4,BA13NG,1,2.0,0.00025697031992804833,30,0,60,0,80,0,109.4,0,139.4,0,203.1,0,263.1,0,-0.532934221083595,0.0,0.10849819339575434,0.0,0.3789564042179554,0.0,2.0,0.00025697031992804833,50.9,BS105NB,1,2.0,0.0002826455624646693,30,0,60,0,80,0,130.9,0,,,,,,,,,,,,,2.0,0.0002826455624646693,,0.0,,0.0,,0.0
Mendip 003B,E01029031,30.5,BA13NG,1,3.0,0.00038545547989207247,30,0,60,0,80,0,110.5,0,140.5,0,,,,,-0.5130848698373573,0.0,0.09453580378909943,0.0,0.6830128396978011,0.0,3.0,0.00038545547989207247,52.0,BS105NB,1,3.0,0.00042396834369700395,30,,60,,80,,132.0,,162.0,,,,162.0,,-0.8631218628884829,,0.17007902762582455,,0.4451800323195305,,3.0,0.00042396834369700395,-0.07554322383672513,0.0,0.35003699305112557,0.0,0.23783280737827062,0.0
Mendip 003C,E01029032,30.5,BA13NG,1,1.666666667,0.000214141933316202,30,0,60,0,80,0,110.5,0,140.5,,,,,,-0.5130848698373573,,0.09453580378909943,,0.6830128396978011,,1.666666667,0.000214141933316202,52.0,BS105NB,1,1.666666667,0.00023553796876766536,30,0,60,0,80,0,132.0,0,162.0,,,,,,-0.46543645679927037,,0.08624348153389338,,0.6740327348440567,,1.666666667,0.00023553796876766536,0.008292322255206042,,-0.04764841303808698,,0.008980104853744453,
Mendip 003D,E01029033,30.5,BA13NG,1,1.333333333,0.00017131354657587048,30,,60,,80,,110.5,,140.5,,,,,,-0.5130848698373573,,0.09453580378909943,,0.6830128396978011,,1.333333333,0.00017131354657587048,52.0,BS105NB,1,1.333333333,0.0001884303749293386,30,0,60,0,80,0,132.0,0,162.0,,,,162.0,,-0.8631218628884829,,0.17007902762582455,,0.4451800323195305,,1.333333333,0.0001884303749293386,-0.07554322383672513,,0.35003699305112557,,0.23783280737827062,
Mendip 003E,E01029034,30.5,BA13NG,1,1.666666667,0.000214141933316202,30,,60,,80,,110.5,,,,,,,,,,,,,,1.666666667,0.000214141933316202,52.0,BS105NB,1,1.666666667,0.00023553796876766536,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendip 004A,E01029036,32.6,BA13NG,1,1.666666667,0.000214141933316202,30,,60,,80,,112.6,,,,,,,,,,,,,,1.666666667,0.000214141933316202,54.1,BS105NB,1,1.666666667,0.00023553796876766536,30,,60,,80,,134.1,,164.1,,,,,,-0.4607617527191552,,0.0854264631431253,,0.6731485822047355,,1.666666667,0.00023553796876766536,,,,,,
Mendip 004B,E01029041,32.6,BA13NG,1,1.0,0.00012848515996402416,30,0,60,0,80,0,112.6,0,142.6,,,,,,-0.5084481253699789,,0.09373169842885942,,0.6821415581757908,,1.0,0.00012848515996402416,54.1,BS105NB,1,1.0,0.00014132278123233464,30,0,60,0,80,0,134.1,0,164.1,,,,164.1,,-0.8560612419124594,,0.16878510297924149,,0.44377567735418716,,1.0,0.00014132278123233464,-0.07505340455038206,,0.3476131165424805,,0.23836588082160365,
Mendip 004C,E01029042,33.7,BA13NG,1,3.0,0.00038545547989207247,30,0,60,0,80,0,113.7,0,143.7,0,207.4,,267.4,,-0.5126835427362636,0.009426728528070683,0.09961534698893953,0.008917116552128849,0.5289520500635441,0.21599653206090252,3.0,0.00038545547989207247,55.2,BS105NB,1,3.0,0.00042396834369700395,30,,60,,80,,135.2,,,,,,,,,,,,,,3.0,0.00042396834369700395,,0.008917116552128849,,0.009426728528070683,,0.21599653206090252
Mendip 004D,E01029043,33.7,BA13NG,1,1.333333333,0.00017131354657587048,30,,60,,80,,113.7,,143.7,,,,,,-0.5060178390696601,,0.09330999340629842,,0.6816846625965858,,1.333333333,0.00017131354657587048,55.2,BS105NB,1,1.333333333,0.0001884303749293386,30,0,60,0,80,0,135.2,0,165.2,,,,165.2,,-0.8523660564380808,,0.1681075098533819,,0.4430404198014789,,1.333333333,0.0001884303749293386,-0.07479751644708349,,0.3463482173684207,,0.23864424279510688,
Mendip 004E,E01029045,31.6,BA13NG,1,2.333333333,0.00029979870653989467,30,0,60,0,80,0,111.6,0,141.6,,205.3,,265.3,,-0.5259789768432581,,0.10717896080752659,,0.3775551206708565,,2.333333333,0.00029979870653989467,53.1,BS105NB,1,2.333333333,0.0003297531561616733,30,0,60,0,80,0,133.1,0,163.1,,,,163.1,,-0.8594224330865545,,0.16940120280743615,,0.4444443071748112,,2.333333333,0.0003297531561616733,-0.062222241999909556,,0.3334434562432964,,-0.0668891865039547,
Mendip 005A,E01029052,35.9,BS234TQ,1,6.0,0.0007709109597841449,30,0,60,0,80,0,115.9,0,145.9,,219.3,,279.3,,-0.4819538722915677,,0.09880962234973278,,0.3686865780634434,,6.0,0.0007709109597841449,55.2,BS105NB,1,6.0,0.0008479366873940079,30,0,60,0,80,0,135.2,0,165.2,0,,,165.2,0.0,-0.615933417689939,0.21583248262137872,0.11824180512173324,0.045520952212360126,0.5808271454912834,0.12578149630847085,6.0,0.0008479366873940079,-0.019432182772000456,0.045520952212360126,0.1339795453983713,0.21583248262137872,-0.21214056742784004,0.12578149630847085
Mendip 005B,E01029060,31.6,BS234TQ,1,3.666666667,0.00047111225324425026,30,0,60,0,80,0,111.59999999999998,0,141.6,0,215.0,,275.0,,-0.5055818825126978,0.008789622236039959,0.09653496823140795,0.004191916259047624,0.5788381999628548,0.17964556226625117,3.666666667,0.00047111225324425026,47.7,BS105NB,1,3.666666667,0.0005181835312323347,30,0,60,0,80,0,127.7,0,157.7,0,,,157.7,0.0,-0.8776044666573588,0.0,0.17272982861865133,0.0,0.4480583256898204,0.0,3.666666667,0.0005181835312323347,-0.07619486038724338,0.004191916259047624,0.37202258414466105,0.008789622236039959,0.1307798742730344,0.17964556226625117
Mendip 005C,E01029061,35.9,BS234TQ,1,3.0,0.00038545547989207247,30,0,60,0,80,0,115.9,0,145.9,0,219.30000000000004,0,279.3,0,-0.4819538722915677,0.0,0.09880962234973278,0.0,0.3686865780634434,0.0,3.0,0.00038545547989207247,50.9,BS105NB,1,3.0,0.00042396834369700395,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0
Mendip 005D,E01029083,36.9,BA13NG,1,4.333333333,0.0005567690264679429,30,0,60,0,80,0,116.9,0,146.9,,,,,,-0.4989420215832505,,0.09208123629902554,,0.6803535248515594,,4.333333333,0.0005567690264679429,47.7,BS105NB,1,4.333333333,0.0006123987186263426,30,0,60,0,80,0,127.7,0,157.7,,,,157.7,,-0.8776044666573588,,0.17272982861865133,,0.4480583256898204,,4.333333333,0.0006123987186263426,-0.08064859231962579,,0.3786624450741083,,0.23229519916173902,
Mendip 006A,E01029018,30.5,BA13NG,1,4.666666667,0.0005995974132082745,30,0,60,0,80,0,110.5,0,140.5,0,204.2,,264.2,,-0.517177488471445,0.008185237268175216,0.09786146354893534,0.006651319519671823,0.6068235068536824,0.1523786656882376,4.666666667,0.0005995974132082745,41.2,BS105NB,1,4.666666667,0.0006595063124646694,30,,60,,80,,121.2,,,,,,,,,,,,,,4.666666667,0.0006595063124646694,,0.006651319519671823,,0.008185237268175216,,0.1523786656882376
Mendip 006B,E01029056,33.7,BA13NG,1,5.666666667,0.0007280825731722986,30,0,60,0,80,0,113.7,0,143.7,0,207.4,,267.4,,-0.5104616415140625,0.0076968916125035765,0.09751356246139249,0.007280795176547237,0.5798629209078913,0.1763604299199729,5.666666667,0.0007280825731722986,44.5,BS105NB,1,5.666666667,0.000800829093697004,30,0,60,0,80,0,124.5,0,154.5,0,,,154.5,,-0.5836775898372488,0.20315092119219816,0.1105392829118214,0.04277623154102392,0.620435867798691,0.1134888563850102,5.666666667,0.000800829093697004,-0.013025720450428907,0.04339142730141661,0.07321594832318634,0.2032966771045049,-0.04057294689079971,0.20972058021361456
Mendip 006C,E01029064,32.6,BA214AT,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,112.59999999999998,0,,,,,,,,,,,,,2.666666667,0.0003426270932802261,47.7,BS105NB,1,2.666666667,0.00037686075,30,0,60,0,80,0,127.7,0,157.7,,,,,,-0.47499714706637786,,0.08791251414334944,,0.6758392790690811,,2.666666667,0.00037686075,,,,,,
Mendip 006D,E01029084,38.0,BA13NG,1,1.0,0.00012848515996402416,,,,,,,,,,,,,,,,,,,,,,,48.8,BS105NB,1,1.0,0.00014132278123233464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendip 007A,E01029029,31.6,BA13NG,1,2.0,0.00025697031992804833,30,0,60,0,80,0,111.6,0,141.6,,205.3,,265.3,,-0.5259789768432581,,0.10717896080752659,,0.3775551206708565,,2.0,0.00025697031992804833,53.1,BS105NB,1,2.0,0.0002826455624646693,30,0,60,0,80,0,133.1,0,163.1,0,,,,,-0.4629882529293985,0.0,0.08581567558937442,0.0,0.6735697612155166,0.0,2.0,0.0002826455624646693,0.021363285218152173,0.0,-0.06299072391385963,0.0,-0.2960146405446601,0.0
Mendip 007B,E01029035,31.6,BA13NG,1,1.0,0.00012848515996402416,30,0,60,0,80,0,111.6,0,,,,,,,,,,,,,1.0,0.00012848515996402416,53.1,BS105NB,1,1.0,0.00014132278123233464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendip 007C,E01029037,32.6,BA13NG,1,3.0,0.00038545547989207247,30,,60,,80,,112.6,,,,,,,,,,,,,,3.0,0.00038545547989207247,54.1,BS105NB,1,3.0,0.00042396834369700395,30,0,60,0,80,0,134.1,0,164.1,0,,,,,-0.4607617527191552,0.0,0.0854264631431253,0.0,0.6731485822047355,0.0,3.0,0.00042396834369700395,,0.0,,0.0,,0.0
Mendip 007D,E01029038,32.6,BA13NG,1,0.333333333,4.2828386611846335e-05,,,,,,,,,,,,,,,,,,,,,,,54.1,BS105NB,1,0.333333333,4.710759369700396e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendip 007E,E01029039,34.8,BA13NG,1,3.333333333,0.0004282838665039188,30,,60,,80,,114.8,,144.8,,208.5,,268.5,,-0.5158801838310607,,0.10526200790787144,,0.37552054289595066,,3.333333333,0.0004282838665039188,56.3,BS105NB,1,3.333333333,0.00047107593739400795,30,0,60,0,80,0,136.3,0,166.3,0,,,166.3,0.0,-0.612985587735721,0.2151522805594645,0.11771353508077675,0.04538475270005857,0.5802547680753487,0.12592995709380383,3.333333333,0.00047107593739400795,-0.012451527172905319,0.04538475270005857,0.09710540390466027,0.2151522805594645,-0.20473422517939804,0.12592995709380383
Mendip 007F,E01029040,33.7,BA13NG,1,2.0,0.00025697031992804833,30,0,60,0,80,0,113.7,0,143.7,0,207.4,,267.4,,-0.5126835427362636,0.009426728528070683,0.09961534698893953,0.008917116552128849,0.5289520500635441,0.21599653206090252,2.0,0.00025697031992804833,55.2,BS105NB,1,2.0,0.0002826455624646693,30,0,60,0,80,0,135.2,0,,,,,,,,,,,,,2.0,0.0002826455624646693,,0.008917116552128849,,0.009426728528070683,,0.21599653206090252
Mendip 008A,E01029078,38.0,BA13NG,1,7.333333333,0.0009422245063600154,30,0,60,0,80,0,118.0,0,148.0,0,211.7,0,271.7,0,-0.49916339619246913,0.004535478269742973,0.09499794401469917,0.00570374712686726,0.5923510038009113,0.14951028940170263,7.333333333,0.0009422245063600154,48.8,BS105NB,1,7.333333333,0.0010363670623233464,30,0,60,0,80,0,128.8,0,158.8,0,,,158.8,0.0,-0.7735605202731832,0.20067178454088042,0.15091017583132615,0.042282748514428675,0.5043356680600246,0.11402797832314368,7.333333333,0.0010363670623233464,-0.05591223181662698,0.04266571871211906,0.2743971240807141,0.2007230322458209,0.08801533574088671,0.18803113167091293
Mendip 008B,E01029079,38.0,BA13NG,1,3.666666667,0.00047111225324425026,30,0,60,0,80,0,118.0,0,148.0,0,211.7,,271.7,,-0.4988314331743967,0.004647482253013591,0.09458047247190994,0.005844601599049233,0.6032940364759372,0.1532024574503618,3.666666667,0.00047111225324425026,48.8,BS105NB,1,3.666666667,0.0005181835312323347,30,,60,,80,,128.8,,,,,,,,,,,,,,3.666666667,0.0005181835312323347,,0.005844601599049233,,0.004647482253013591,,0.1532024574503618
Mendip 008C,E01029080,38.0,BS234TQ,1,3.333333333,0.0004282838665039188,30,,60,,80,,118.0,,,,,,,,,,,,,,3.333333333,0.0004282838665039188,49.8,BS105NB,1,3.333333333,0.00047107593739400795,30,,60,,80,,129.8,,159.8,,,,,,-0.47032988009682986,,0.08709806226285088,,0.6749576635108383,,3.333333333,0.00047107593739400795,,,,,,
Mendip 008D,E01029081,39.1,BA13NG,1,6.0,0.0007709109597841449,30,0,60,0,80,0,119.09999999999998,0,149.1,0,,,,,-0.4940723348446563,0.0,0.09123475990342578,0.0,0.6794366581201382,0.0,6.0,0.0007709109597841449,49.8,BS105NB,1,6.0,0.0008479366873940079,30,0,60,0,80,0,129.8,0,159.8,0,,,,,-0.47032988009682986,0.0,0.08709806226285088,0.0,0.6749576635108383,0.0,6.0,0.0008479366873940079,0.004136697640574893,0.0,-0.023742454747826436,0.0,0.004478994609299902,0.0
Mendip 008E,E01029082,38.0,BA13NG,1,2.666666667,0.0003426270932802261,30,,60,,80,,118.0,,148.0,,211.7,,271.7,,-0.5058026565539171,,0.10334737487048379,,0.3734903503003945,,2.666666667,0.0003426270932802261,48.8,BS105NB,1,2.666666667,0.00037686075,30,0,60,0,80,0,128.8,0,,,,,,,,,,,,,2.666666667,0.00037686075,,,,,,
Mendip 009A,E01029062,32.6,BA214AT,1,1.0,0.00012848515996402416,30,,60,,80,,112.6,,142.6,,247.1,,307.1,,-0.39574310457000017,,0.08233150002735729,,0.35134144189426614,,1.0,0.00012848515996402416,47.7,BS105NB,1,1.0,0.00014132278123233464,30,,60,,80,,127.7,,157.7,,,,,,-0.47499714706637786,,0.08791251414334944,,0.6758392790690811,,1.0,0.00014132278123233464,-0.005581014115992156,,0.07925404249637769,,-0.324497837174815,
Mendip 009B,E01029063,31.6,BA214AT,1,2.666666667,0.0003426270932802261,,,,,,,,,,,,,,,,,,,,,,,48.8,BS105NB,1,2.666666667,0.00037686075,30,0,60,0,80,0,128.8,0,158.8,0,,,,,-0.47255284346186266,0.0,0.08748605305968316,0.0,0.6753776355447402,0.0,2.666666667,0.00037686075,,0.0,,0.0,,0.0
Mendip 009C,E01029065,33.7,BA214AT,1,1.0,0.00012848515996402416,30,,60,,80,,113.7,,143.7,,,,,,-0.5060178390696601,,0.09330999340629842,,0.6816846625965858,,1.0,0.00012848515996402416,49.8,BS105NB,1,1.0,0.00014132278123233464,30,,60,,80,,129.8,,159.8,,,,,,-0.47032988009682986,,0.08709806226285088,,0.6749576635108383,,1.0,0.00014132278123233464,0.0062119311434475355,,-0.03568795897283028,,0.006726999085747476,
Mendip 009D,E01029066,32.6,BA214AT,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,,48.8,BS105NB,1,0.666666667,9.42151875353307e-05,30,0,60,0,80,0,128.8,0,158.8,0,,,,,-0.47255284346186266,0.0,0.08748605305968316,0.0,0.6753776355447402,0.0,0.666666667,9.42151875353307e-05,,0.0,,0.0,,0.0
Mendip 009E,E01029067,32.6,BA214AT,1,3.333333333,0.0004282838665039188,30,,60,,80,,112.6,,142.6,,247.1,,307.1,,-0.39574310457000017,,0.08233150002735729,,0.35134144189426614,,3.333333333,0.0004282838665039188,48.8,BS105NB,1,3.333333333,0.00047107593739400795,30,,60,,80,,128.8,,158.8,,,,158.8,,-0.8738964125436235,,0.1720515500885405,,0.4473216788984528,,3.333333333,0.00047107593739400795,-0.08972005006118322,,0.4781533079736233,,-0.09598023700418667,
Mendip 010A,E01029020,36.9,BA13NG,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,116.9,0,,,,,,,,,,,,,2.666666667,0.0003426270932802261,50.9,BS105NB,1,2.666666667,0.00037686075,30,0,60,0,80,0,130.9,0,160.9,,,,,,-0.4678836667235644,,0.08667094385199925,,0.6744953691599396,,2.666666667,0.00037686075,,,,,,
Mendip 010B,E01029021,34.8,BA214AT,1,2.333333333,0.00029979870653989467,,,,,,,,,,,,,,,,,,,,,,,50.9,BS105NB,1,2.333333333,0.0003297531561616733,30,,60,,80,,130.9,,160.9,,,,,,-0.4678836667235644,,0.08667094385199925,,0.6744953691599396,,2.333333333,0.0003297531561616733,,,,,,
Mendip 010C,E01029027,33.7,BA214AT,1,3.666666667,0.00047111225324425026,30,0,60,0,80,0,113.7,0,143.7,0,248.2,,308.2,,-0.4491914440086241,0.08036465859608863,0.08749678557049897,0.008221117362281122,0.5161737224465888,0.23406781628124743,3.666666667,0.00047111225324425026,54.1,BS105NB,1,3.666666667,0.0005181835312323347,30,,60,,80,,134.1,,164.1,,,,164.1,,-0.8560612419124594,,0.16878510297924149,,0.44377567735418716,,3.666666667,0.0005181835312323347,-0.08128831740874251,0.008221117362281122,0.40686979790383526,0.08036465859608863,0.07239804509240161,0.23406781628124743
Mendip 010D,E01029028,31.6,BA214AT,1,3.0,0.00038545547989207247,30,0,60,0,80,0,111.6,0,141.6,,246.1,,306.1,,-0.398816254923422,,0.08292079986731787,,0.35195892709874355,,3.0,0.00038545547989207247,54.1,BS105NB,1,3.0,0.00042396834369700395,30,0,60,0,80,0,134.1,0,164.1,,,,,,-0.4607617527191552,,0.0854264631431253,,0.6731485822047355,,3.0,0.00042396834369700395,-0.0025056632758074238,,0.06194549779573322,,-0.32118965510599196,
Mendip 010E,E01029058,36.9,BA214AT,1,1.333333333,0.00017131354657587048,30,0,60,0,80,0,116.90000000000002,0,146.9,0,251.4,,311.4,,-0.4407471761609899,0.08229993965636678,0.08594089653484627,0.008683751772081135,0.5145227323627973,0.23452015579668567,1.333333333,0.00017131354657587048,59.5,BS105NB,1,1.333333333,0.0001884303749293386,,,,,,,,,,,,,,,,,,,,,,,,0.008683751772081135,,0.08229993965636678,,0.23452015579668567
Mendip 011A,E01029046,31.6,BA214AT,1,5.0,0.0006424257998201208,30,0,60,0,80,0,111.6,0,141.6,0,,,,,-0.5106565732767505,0.0,0.09411476425082643,0.0,0.6825566136959965,0.0,5.0,0.0006424257998201208,58.4,BS105NB,1,5.0,0.0007066139061616733,30,0,60,0,80,0,138.4,0,168.4,0,,,,,-0.4511785124186929,0.0,0.08374962131267505,0.0,0.6713343350441917,0.0,5.0,0.0007066139061616733,0.010365142938151384,0.0,-0.059478060858057624,0.0,0.011222278651804807,0.0
Mendip 011D,E01029050,32.6,BA214AT,1,2.0,0.00025697031992804833,30,0,60,0,80,0,112.6,0,142.6,0,247.1,0,307.1,0,-0.43331144483665973,0.06507027409789007,0.08613156616119133,0.0065819076159224004,0.461608147321441,0.19098753618309777,2.0,0.00025697031992804833,57.4,BS105NB,1,2.0,0.0002826455624646693,,,,,,,,,,,,,,,,,,,,,,,,0.0065819076159224004,,0.06507027409789007,,0.19098753618309777
Mendip 011E,E01029051,30.5,BA214AT,1,3.666666667,0.00047111225324425026,30,0,60,0,80,0,110.5,0,140.5,0,,,,,-0.5130848698373573,0.0,0.09453580378909943,0.0,0.6830128396978011,0.0,3.666666667,0.00047111225324425026,59.5,BS105NB,1,3.666666667,0.0005181835312323347,30,0,60,0,80,0,139.5,0,169.5,0,,,169.5,,-0.6433336402362558,0.2752187767570375,0.12438988245384372,0.05808183692662039,0.5555190272648548,0.16313006196950597,3.666666667,0.0005181835312323347,-0.029854078664744294,0.05808183692662039,0.13024877039889848,0.2752187767570375,0.12749381243294633,0.16313006196950597
