property,,unit_travel_time,unit_postcode,selected,admissions,relative_frequency,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency,unit_travel_time,unit_postcode,selected,admissions,relative_frequency,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency,utility_shift,utility_shift,mRS shift,mRS shift,mRS 0-2,mRS 0-2
scenario,,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership
subtype,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,mean,std,mean,std,mean,std
lsoa,lsoa_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taunton Deane 012A,E01029309,16.5,TA15DA,1,2.666666667,0.0003426270932802261,30,,60,,80,,96.5,,126.5,,,,,,-0.5438981216914698,,0.09986391380020931,,0.6887884331545439,,2.666666667,0.0003426270932802261,67.0,BS105NB,1,2.666666667,0.00037686075,30,0,60,0,80,0,147.0,0,177.0,,,,177.0,,-0.8128682697465757,,0.16084694841084335,,0.4351694419566724,,2.666666667,0.00037686075,-0.060983034610634035,,0.2689701480551059,,0.25361899119787146,
Taunton Deane 012B,E01029311,16.5,TA15DA,1,3.333333333,0.0004282838665039188,30,0,60,0,80,0,96.5,0,126.5,,,,,,-0.5438981216914698,,0.09986391380020931,,0.6887884331545439,,3.333333333,0.0004282838665039188,68.1,BS105NB,1,3.333333333,0.00047107593739400795,30,0,60,0,80,0,148.1,0,178.1,0,,,178.1,0.0,-0.6573220772213715,0.20796685265843148,0.12808167881127375,0.043940005574884734,0.5275515710422622,0.1275019578475485,3.333333333,0.00047107593739400795,-0.028217765011064433,0.043940005574884734,0.1134239555299017,0.20796685265843148,0.1612368621122816,0.1275019578475485
Taunton Deane 012C,E01029312,17.6,TA15DA,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,97.6,0,127.6,0,223.5,,283.5,,-0.5051546101919477,0.051376593994591095,0.0978775597368832,0.0022199980627308274,0.5271898237523188,0.22789613559618516,2.666666667,0.0003426270932802261,68.1,BS105NB,1,2.666666667,0.00037686075,30,0,60,0,80,0,148.1,0,178.1,0,,,,,-0.4295058043926192,0.0,0.0799478143507395,0.0,0.6672229679206125,0.0,2.666666667,0.00037686075,0.017929745386143697,0.0022199980627308274,-0.07564880579932853,0.051376593994591095,-0.1400331441682937,0.22789613559618516
Taunton Deane 012D,E01029313,18.7,TA15DA,1,1.0,0.00012848515996402416,30,,60,,80,,98.7,,,,,,,,,,,,,,1.0,0.00012848515996402416,69.2,BS105NB,1,1.0,0.00014132278123233464,30,,60,,80,,149.2,,,,,,,,,,,,,,1.0,0.00014132278123233464,,,,,,
Taunton Deane 012E,E01029316,16.5,TA15DA,1,4.666666667,0.0005995974132082745,30,0,60,0,80,0,96.5,0,126.5,,,,,,-0.5438981216914698,,0.09986391380020931,,0.6887884331545439,,4.666666667,0.0005995974132082745,68.1,BS105NB,1,4.666666667,0.0006595063124646694,30,0,60,0,80,0,148.1,0,178.1,0,,,,,-0.4295058043926192,0.0,0.0799478143507395,0.0,0.6672229679206125,0.0,4.666666667,0.0006595063124646694,0.019916099449469815,0.0,-0.11439231729885058,0.0,0.021565465233931325,0.0
Taunton Deane 013A,E01029262,17.6,TA15DA,1,6.0,0.0007709109597841449,30,0,60,0,80,0,97.6,0,127.59999999999998,0,223.5,0,283.5,0,-0.49304503085599993,0.041948813336295576,0.09735430117542387,0.001812620827885896,0.473474189456895,0.18607641552092663,6.0,0.0007709109597841449,70.2,BS105NB,1,6.0,0.0008479366873940079,30,0,60,0,80,0,150.2,0,180.2,0,,,180.2,0.0,-0.6606777982875166,0.19532212800312038,0.12897092831574916,0.041279446852808224,0.520523801740852,0.12073857909616466,6.0,0.0008479366873940079,-0.03161662714032529,0.04131922466285524,0.16763276743151667,0.19977596609199694,-0.04704961228395699,0.22181577242224537
Taunton Deane 013B,E01029269,16.5,TA15DA,1,6.666666667,0.0008565677331363228,30,0,60,0,80,0,96.5,0,126.5,0,222.4,0,282.4,0,-0.5080793636654828,0.04135993917668332,0.09841326558877064,0.0016750642707471317,0.5277614841769287,0.1859379046780204,6.666666667,0.0008565677331363228,68.1,BS105NB,1,6.666666667,0.0009421518749293386,30,0,60,0,80,0,148.1,0,178.1,0,,,178.1,0.0,-0.5379897438348822,0.18527159772703528,0.10286870218908914,0.03914486819860847,0.6007127789309219,0.11358777200200465,6.666666667,0.0009421518749293386,-0.004455436600318496,0.03918069099183375,0.029910380169399398,0.18983205602065034,-0.0729512947539932,0.2178877838347804
Taunton Deane 013C,E01029310,17.6,TA15DA,1,3.333333333,0.0004282838665039188,30,0,60,0,80,0,97.6,0,127.6,0,,,,,-0.5414833481997912,0.0,0.09944733542126116,0.0,0.6883367266385902,0.0,3.333333333,0.0004282838665039188,68.1,BS105NB,1,3.333333333,0.00047107593739400795,30,0,60,0,80,0,148.1,0,178.1,0,,,178.1,0.0,-0.6826349964245662,0.21921631073909564,0.13342988597355532,0.04631683267237734,0.5120325269446678,0.13439886430967768,3.333333333,0.00047107593739400795,-0.033982550552294155,0.04631683267237734,0.141151648224775,0.21921631073909564,0.17630419969392241,0.13439886430967768
Taunton Deane 013D,E01029314,19.8,TA15DA,1,4.666666667,0.0005995974132082745,30,0,60,0,80,0,99.8,0,129.8,0,225.7,0,285.7,0,-0.4868595029422768,0.043120326461887695,0.09620370654060521,0.00208661566646072,0.472251646199853,0.18635185939252275,4.666666667,0.0005995974132082745,70.2,BS105NB,1,4.666666667,0.0006595063124646694,30,0,60,0,80,0,150.2,0,180.2,0,,,180.2,,-0.5191534710994838,0.18869910291737702,0.09906112750483177,0.03987973441455653,0.6080072136149577,0.1166445491654743,4.666666667,0.0006595063124646694,-0.002857420964226559,0.039934285794478455,0.03229396815720703,0.19356320413757006,-0.1357555674151047,0.2198475980061354
Taunton Deane 013E,E01029315,17.6,TA15DA,1,3.333333333,0.0004282838665039188,30,0,60,0,80,0,97.6,0,127.6,0,223.5,0,283.5,0,-0.5051546101919477,0.041948813336295576,0.0978775597368832,0.001812620827885896,0.5271898237523188,0.1860764155209266,3.333333333,0.0004282838665039188,69.2,BS105NB,1,3.333333333,0.00047107593739400795,30,0,60,0,80,0,149.2,0,179.2,0,,,179.2,,-0.6162882771555809,0.2676327480604067,0.1195050258015514,0.05655442041647986,0.5502302805508031,0.16479098594865105,3.333333333,0.00047107593739400795,-0.0216274660646682,0.05658346103685811,0.11113366696363314,0.27090033365555033,-0.02304045679848432,0.24855683749002974
Taunton Deane 014A,E01029261,18.7,TA15DA,1,4.0,0.0005139406398560967,30,0,60,0,80,0,98.7,0,128.7,,,,,,-0.5390674957331283,,0.09903040499309557,,0.6878846615841877,,4.0,0.0005139406398560967,74.5,BS105NB,1,4.0,0.0005652911249293386,30,0,60,0,80,0,154.5,0,184.5,0,,,184.5,0.0,-0.6636552780313206,0.2151985085789811,0.12996871639582888,0.04550424410076517,0.5082876709652383,0.13528060253242,4.0,0.0005652911249293386,-0.030938311402733315,0.04550424410076517,0.12458778229819234,0.2151985085789811,0.1795969906189494,0.13528060253242
Taunton Deane 014B,E01029270,17.6,TA15DA,1,8.0,0.0010278812797121933,30,0,60,0,80,0,97.6,0,127.6,0,223.5,0,283.5,0,-0.5233189791958694,0.033633875847032466,0.09866244757907218,0.001453329880731333,0.6077632751954545,0.1491930417082055,8.0,0.0010278812797121933,67.0,BS105NB,1,8.0,0.0011305822498586771,30,0,60,0,80,0,147.0,0,177.0,0,,,177.0,,-0.5589342939007071,0.21991327396650617,0.10720250124389674,0.04645745401854792,0.5901834820946683,0.13424609670276508,8.0,0.0011305822498586771,-0.008540053664824562,0.046480180740050066,0.0356153147048377,0.22247041527169673,0.017579793100786167,0.20070021966623378
Taunton Deane 014C,E01029295,12.2,TA15DA,1,1.666666667,0.000214141933316202,30,0,60,0,80,0,92.2,0,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,1.666666667,0.000214141933316202,63.8,BS105NB,1,1.666666667,0.00023553796876766536,30,,60,,80,,143.8,,173.8,,,,,,-0.43912257501616137,,0.08163642008382943,,0.6690487219575799,,1.666666667,0.00023553796876766536,0.019852553683638474,,-0.11420470921900394,,0.021502022016970712,
Taunton Deane 014D,E01029296,10.1,TA15DA,1,4.666666667,0.0005995974132082745,30,,60,,80,,90.1,,120.1,,,,,,-0.5579261645693461,,0.102280646480582,,0.6914094027445281,,4.666666667,0.0005995974132082745,63.8,BS105NB,1,4.666666667,0.0006595063124646694,30,0,60,0,80,0,143.8,0,173.80000000000004,0,,,,,-0.43912257501616137,0.0,0.08163642008382943,0.0,0.6690487219575799,0.0,4.666666667,0.0006595063124646694,0.020644226396752563,0.0,-0.11880358955318471,0.0,0.022360680786948195,0.0
Teignbridge 001A,E01020243,17.6,EX25DW,1,1.333333333,0.00017131354657587048,30,0,60,0,80,0,97.59999999999998,0,127.6,0,,,,,-0.5414833481997912,0.0,0.09944733542126116,0.0,0.6883367266385902,0.0,1.333333333,0.00017131354657587048,56.3,PL68DH,1,1.333333333,0.0001884303749293386,30,0,60,0,80,0,136.3,0,166.3,,,,,,-0.4558605779209224,,0.08456919798662266,,0.6722210056299275,,1.333333333,0.0001884303749293386,0.014878137434638505,0.0,-0.08562277027886878,0.0,0.016115721008662764,0.0
Teignbridge 001B,E01020262,17.6,EX25DW,1,2.333333333,0.00029979870653989467,30,0,60,0,80,0,97.59999999999998,0,127.6,0,,,,,-0.5414833481997912,0.0,0.09944733542126116,0.0,0.6883367266385902,0.0,2.333333333,0.00029979870653989467,63.8,PL68DH,1,2.333333333,0.0003297531561616733,30,0,60,0,80,0,143.8,0,173.8,,,,,,-0.43912257501616137,,0.08163642008382943,,0.6690487219575799,,2.333333333,0.0003297531561616733,0.017810915337431732,0.0,-0.1023607731836298,0.0,0.01928800468101033,0.0
Teignbridge 001C,E01020263,20.8,EX25DW,1,2.666666667,0.0003426270932802261,30,,60,,80,,100.8,,130.8,,220.3,,280.3,,-0.4788248248699669,,0.09821356294283551,,0.36805641338508893,,2.666666667,0.0003426270932802261,62.7,PL68DH,1,2.666666667,0.00037686075,30,0,60,0,80,0,142.7,0,172.7,,,,,,-0.44158031286708677,,0.08206755375851371,,0.6695149616370085,,2.666666667,0.00037686075,0.016146009184321797,,-0.03724451200288015,,-0.3014585482519196,
Teignbridge 001D,E01020274,23.0,EX25DW,1,0.666666667,8.565677335217782e-05,30,,60,,80,,103.0,,133.0,,222.5,,282.5,,-0.4719482529518051,,0.09690307499505146,,0.36667163843054024,,0.666666667,8.565677335217782e-05,53.1,PL68DH,1,0.666666667,9.42151875353307e-05,30,,60,,80,,133.1,,163.1,,,,,,-0.4629882529293985,,0.08581567558937442,,0.6735697612155166,,0.666666667,9.42151875353307e-05,0.011087399405677045,,-0.0089600000224066,,-0.30689812278497636,
Teignbridge 002A,E01020240,13.3,EX25DW,1,3.0,0.00038545547989207247,30,0,60,0,80,0,93.3,0,123.3,,,,,,-0.5509167558604982,,0.1010737740467148,,0.6901004445073456,,3.0,0.00038545547989207247,56.3,PL68DH,1,3.0,0.00042396834369700395,30,,60,,80,,136.3,,166.3,,,,166.3,,-0.8486731024579188,,0.1674300407220079,,0.4423054117434806,,3.0,0.00042396834369700395,-0.0663562666752931,,0.2977563465974207,,0.24779503276386505,
Teignbridge 002B,E01020241,14.4,EX25DW,1,3.333333333,0.0004282838665039188,30,0,60,0,80,0,94.4,0,,,,,,,,,,,,,3.333333333,0.0004282838665039188,52.0,PL68DH,1,3.333333333,0.00047107593739400795,30,0,60,0,80,0,132.0,0,162.0,,,,,,-0.46543645679927037,,0.08624348153389338,,0.6740327348440567,,3.333333333,0.00047107593739400795,,,,,,
Teignbridge 002C,E01020242,12.2,EX25DW,1,2.333333333,0.00029979870653989467,30,,60,,80,,92.2,,,,,,,,,,,,,,2.333333333,0.00029979870653989467,55.2,PL68DH,1,2.333333333,0.0003297531561616733,30,0,60,0,80,0,135.2,0,165.2,0,,,165.2,,-0.5568252580029036,0.1970271989567848,0.10577537893882107,0.04155475394304056,0.6152738269137346,0.11482227140817043,2.333333333,0.0003297531561616733,,0.04155475394304056,,0.1970271989567848,,0.11482227140817043
Teignbridge 002D,E01020244,19.8,EX25DW,1,2.333333333,0.00029979870653989467,30,0,60,0,80,0,99.8,0,129.8,,219.3,,279.3,,-0.4819538722915677,,0.09880962234973278,,0.3686865780634434,,2.333333333,0.00029979870653989467,62.7,PL68DH,1,2.333333333,0.0003297531561616733,30,0,60,0,80,0,142.7,0,172.7,,,,172.7,,-0.8272313711791721,,0.16349095440904104,,0.43803411155903765,,2.333333333,0.0003297531561616733,-0.06468133205930826,,0.3452774988876044,,-0.06934753349559425,
Teignbridge 002E,E01020245,17.6,EX25DW,1,4.0,0.0005139406398560967,30,0,60,0,80,0,97.6,0,,,,,,,,,,,,,4.0,0.0005139406398560967,60.6,PL68DH,1,4.0,0.0005652911249293386,30,,60,,80,,140.6,,170.6,,,,,,-0.44626966496227394,,0.08288968039581612,,0.6704041307541535,,4.0,0.0005652911249293386,,,,,,
Teignbridge 003A,E01020205,25.1,TQ27AA,1,3.666666667,0.00047111225324425026,30,0,60,0,80,0,105.1,0,135.1,,217.1,,277.1,,-0.488845106473085,,0.10012178917974557,,0.37007451609457687,,3.666666667,0.00047111225324425026,45.5,PL68DH,1,3.666666667,0.0005181835312323347,30,0,60,0,80,0,125.5,0,155.5,0,,,155.5,0.0,-0.7499790085237393,0.23391023077071782,0.14564594631814357,0.04926086249533555,0.5252753800857978,0.13119086274611513,3.666666667,0.0005181835312323347,-0.045524157138398,0.04926086249533555,0.26113390205065434,0.23391023077071782,-0.1552008639912209,0.13119086274611513
Teignbridge 003B,E01020258,32.6,TQ27AA,1,3.0,0.00038545547989207247,30,0,60,0,80,0,112.6,0,142.6,0,224.6,,284.6,,-0.4976845091397193,0.021527232460519134,0.09421208480719397,0.0009607727566690883,0.6029441332161283,0.1583948499193251,3.0,0.00038545547989207247,53.1,PL68DH,1,3.0,0.00042396834369700395,30,0,60,0,80,0,133.1,0,163.1,0,,,163.1,,-0.6612053430079765,0.2803212970832545,0.12760843919840528,0.05910389310494419,0.5590070341951638,0.16201616229462945,3.0,0.00042396834369700395,-0.033396354391211316,0.05911170158649324,0.16352083386825722,0.2811466722830762,0.04393709902096443,0.22657926940840203
Teignbridge 003C,E01020259,35.9,TQ27AA,1,1.333333333,0.00017131354657587048,30,0,60,0,80,0,115.9,0,,,,,,,,,,,,,1.333333333,0.00017131354657587048,47.7,PL68DH,1,1.333333333,0.0001884303749293386,30,0,60,0,80,0,127.7,0,,,,,,,,,,,,,1.333333333,0.0001884303749293386,,,,,,
Teignbridge 003D,E01020273,25.1,EX25DW,1,1.0,0.00012848515996402416,30,,60,,80,,105.1,,135.1,,,,,,-0.5249903715802715,,0.09659765855945968,,0.6852473833807909,,1.0,0.00012848515996402416,56.3,PL68DH,1,1.0,0.00014132278123233464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teignbridge 004A,E01020203,24.1,TQ27AA,1,5.666666667,0.0007280825731722986,30,0,60,0,80,0,104.1,0,,,,,,,,,,,,,5.666666667,0.0007280825731722986,45.5,PL68DH,1,5.666666667,0.000800829093697004,30,0,60,0,80,0,125.5,0,155.5,0,,,155.5,0.0,-0.8850271432254209,0.0,0.17408671854033866,0.0,0.4495323001641089,0.0,5.666666667,0.000800829093697004,,0.0,,0.0,,0.0
Teignbridge 004B,E01020206,24.1,TQ27AA,1,3.666666667,0.00047111225324425026,30,0,60,0,80,0,104.1,0,134.1,0,,,,,-0.52719230109543,0.0,0.0969785581024103,0.0,0.6856602522029953,0.0,3.666666667,0.00047111225324425026,44.5,PL68DH,1,3.666666667,0.0005181835312323347,30,0,60,0,80,0,124.5,0,154.5,0,,,,,-0.4821021292411498,0.0,0.08915116714130944,0.0,0.6771802959911961,0.0,3.666666667,0.0005181835312323347,0.007827390961100855,0.0,-0.045090171854280214,0.0,0.0084799562117992,0.0
Teignbridge 004C,E01020220,21.9,EX25DW,1,4.666666667,0.0005995974132082745,30,0,60,0,80,0,101.90000000000002,0,131.9,0,221.4,,281.4,,-0.5037093655450894,0.040056308052397675,0.09768684541394987,0.00018196931026415064,0.5269656411519172,0.2257111557784377,4.666666667,0.0005995974132082745,45.5,PL68DH,1,4.666666667,0.0006595063124646694,30,0,60,0,80,0,125.5,0,155.5,0,,,155.5,,-0.6824549411728987,0.2864803555024597,0.13142556020704602,0.06033198870148849,0.5631469200466421,0.16067533632174247,4.666666667,0.0006595063124646694,-0.03373871479309615,0.060332263122697564,0.17874557562780935,0.28926718082700686,-0.03618127889472489,0.2770597219823611
Teignbridge 004D,E01020221,20.8,EX25DW,1,4.666666667,0.0005995974132082745,30,0,60,0,80,0,100.8,0,130.8,0,220.3,,280.3,,-0.5066386263491802,0.03933465527305631,0.09822351659496573,1.4076589837698041e-05,0.527538524081336,0.22554176390251976,4.666666667,0.0005995974132082745,45.5,PL68DH,1,4.666666667,0.0006595063124646694,30,0,60,0,80,0,125.5,0,155.5,0,,,155.5,0.0,-0.6419405007623944,0.22190672917532137,0.12289332854038748,0.046732957496887786,0.5858698440231488,0.12445858034407684,4.666666667,0.0006595063124646694,-0.024669811945421755,0.046732959616916,0.13530187441321417,0.2253659503091352,-0.05833131994181284,0.2576024562878293
Teignbridge 004E,E01020222,23.0,EX25DW,1,0.333333333,4.2828386611846335e-05,30,,60,,80,,103.0,,133.0,,222.5,,282.5,,-0.4719482529518051,,0.09690307499505146,,0.36667163843054024,,0.333333333,4.2828386611846335e-05,45.5,PL68DH,1,0.333333333,4.710759369700396e-05,30,,60,,80,,125.5,,,,,,,,,,,,,,0.333333333,4.710759369700396e-05,,,,,,
Teignbridge 004F,E01020223,23.0,TQ27AA,1,3.0,0.00038545547989207247,30,0,60,0,80,0,103.0,0,133.0,0,,,,,-0.529613409419682,0.0,0.09739721301195137,0.0,0.6861140689385011,0.0,3.0,0.00038545547989207247,44.5,PL68DH,1,3.0,0.00042396834369700395,30,0,60,0,80,0,124.5,0,154.5,0,,,,,-0.4821021292411498,0.0,0.08915116714130944,0.0,0.6771802959911962,0.0,3.0,0.00042396834369700395,0.008246045870641927,0.0,-0.047511280178532234,0.0,0.008933772947304908,0.0
Teignbridge 005A,E01020229,23.0,EX25DW,1,5.0,0.0006424257998201208,30,0,60,0,80,0,103.0,0,133.0,0,222.5,0,282.5,0,-0.5065473468325312,0.031584506979521136,0.0971995578051914,0.00027065053837694523,0.5583370967353167,0.17496582501348665,5.0,0.0006424257998201208,65.9,PL68DH,1,5.0,0.0007066139061616733,30,0,60,0,80,0,145.9,0,175.9,0,,,,,-0.4344278483946118,0.0,0.08081240125504607,0.0,0.6681577062344838,0.0,5.0,0.0007066139061616733,0.016387156550145332,0.00027065053837694523,-0.07211949843791943,0.031584506979521136,-0.10982060949916705,0.17496582501348665
Teignbridge 005B,E01020230,26.2,EX25DW,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,106.2,0,136.2,0,,,,,-0.52256723755205,0.0,0.09617833471744708,0.0,0.684792889255142,0.0,2.666666667,0.0003426270932802261,62.7,PL68DH,1,2.666666667,0.00037686075,30,,60,,80,,142.7,,,,,,,,,,,,,,2.666666667,0.00037686075,,0.0,,0.0,,0.0
Teignbridge 005C,E01020231,24.1,EX25DW,1,2.0,0.00025697031992804833,30,0,60,0,80,0,104.1,0,134.1,,223.6,,283.6,,-0.46851374872564033,,0.0962482682690915,,0.365980074161779,,2.0,0.00025697031992804833,62.7,PL68DH,1,2.0,0.0002826455624646693,30,,60,,80,,142.7,,,,,,,,,,,,,,2.0,0.0002826455624646693,,,,,,
Teignbridge 005D,E01020232,25.1,EX25DW,1,3.666666667,0.00047111225324425026,30,0,60,0,80,0,105.1,0,135.1,,224.6,,284.6,,-0.4653936604489406,,0.0956532439421976,,0.3653518583371406,,3.666666667,0.00047111225324425026,62.7,PL68DH,1,3.666666667,0.0005181835312323347,30,0,60,0,80,0,142.7,0,172.69999999999996,0,,,,,-0.44158031286708677,0.0,0.08206755375851371,0.0,0.6695149616370085,0.0,3.666666667,0.0005181835312323347,0.013585690183683885,0.0,-0.023813347581853828,0.0,-0.3041631032998679,0.0
Teignbridge 006A,E01020228,26.2,EX25DW,1,5.333333333,0.000685254186431967,30,0,60,0,80,0,106.2,0,136.2,0,225.7,,285.7,,-0.5074164208770279,0.030301633350044332,0.09588350064405501,0.000589668146784128,0.6047600044452547,0.16006576961977467,5.333333333,0.000685254186431967,61.6,PL68DH,1,5.333333333,0.0007537214998586772,30,0,60,0,80,0,141.6,0,171.6,0,,,171.6,0.0,-0.6374741573327514,0.22336189534880208,0.12333300655030058,0.04715180385105675,0.5543742372423528,0.1334910393273181,5.333333333,0.0007537214998586772,-0.027449505906245564,0.047155490824843105,0.1300577364557235,0.2254079086400691,0.05038576720290189,0.20842482621957098
Teignbridge 006B,E01020233,25.1,TQ27AA,1,4.333333333,0.0005567690264679429,30,0,60,0,80,0,105.09999999999998,0,135.1,0,217.1,,277.1,,-0.512941949877876,0.020868478539564524,0.09777236876622164,0.002034657762281463,0.5801897609520529,0.18196513976896192,4.333333333,0.0005567690264679429,58.4,PL68DH,1,4.333333333,0.0006123987186263426,30,0,60,0,80,0,138.4,0,,,,,,,,,,,,,4.333333333,0.0006123987186263426,,0.002034657762281463,,0.020868478539564524,,0.18196513976896192
Teignbridge 006C,E01020234,27.3,EX25DW,1,2.333333333,0.00029979870653989467,30,0,60,0,80,0,107.3,0,137.3,0,226.8,0,286.8,0,-0.47907221801722377,0.035568380811415834,0.09481625286958768,0.000816149264471035,0.47076027925346214,0.18496376750238094,2.333333333,0.00029979870653989467,60.6,PL68DH,1,2.333333333,0.0003297531561616733,30,0,60,0,80,0,140.6,0,170.6,0,,,170.6,,-0.6402640954051014,0.27434955455709065,0.1238363282148355,0.057907304679371926,0.554919391123183,0.16332008503324416,2.333333333,0.0003297531561616733,-0.029020075345247823,0.05791305582380804,0.16119187738787766,0.27664559963827356,-0.08415911186972086,0.24674895230566013
Teignbridge 006D,E01020235,27.3,EX25DW,1,4.0,0.0005139406398560967,30,0,60,0,80,0,107.3,0,137.3,0,,,,,-0.5201430464894439,0.0,0.09575866086467022,0.0,0.6843380411691161,0.0,4.0,0.0005139406398560967,59.5,PL68DH,1,4.0,0.0005652911249293386,30,0,60,0,80,0,139.5,0,169.5,0,,,169.5,,-0.5784639524513332,0.22471519022923225,0.11069986220231555,0.04742362126458729,0.5939691516095279,0.1331951378446297,4.0,0.0005652911249293386,-0.01494120133764533,0.04742362126458729,0.058320905961889324,0.22471519022923225,0.09036888955958822,0.1331951378446297
Teignbridge 007A,E01020202,21.9,TQ27AA,1,8.0,0.0010278812797121933,30,0,60,0,80,0,101.9,0,131.9,0,213.9,,273.9,,-0.5272982026551974,0.012528293745015528,0.09841793305328084,0.0015938426733049973,0.6416431926784529,0.11885862434682855,8.0,0.0010278812797121933,42.3,PL68DH,1,8.0,0.0011305822498586771,30,0,60,0,80,0,122.3,0,152.3,0,,,152.3,0.0,-0.7936249428916078,0.2044287345241047,0.15454611848398614,0.04303004880716967,0.508283519010769,0.1132113598379168,8.0,0.0011305822498586771,-0.0561281854307053,0.04305955683486132,0.26632674023641034,0.20481226926941726,0.13335967366768398,0.16414683846474407
Teignbridge 007B,E01020204,20.8,TQ27AA,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,100.8,0,130.8,0,212.8,,272.8,,-0.5280306266151147,0.01435958405088212,0.09912472856796228,0.0019929141909694544,0.624175206933846,0.1405266487336536,2.666666667,0.0003426270932802261,41.2,PL68DH,1,2.666666667,0.00037686075,30,0,60,0,80,0,121.2,0,151.2,0,,,151.2,,-0.6944901981313263,0.29001281134425333,0.13358275961173163,0.061033630841995534,0.5654879801408399,0.15990822867232968,2.666666667,0.00037686075,-0.03445803104376935,0.06106615921056077,0.1664595715162116,0.29036809121856316,0.058687226793006086,0.21288114195821511
Teignbridge 007C,E01020236,21.9,TQ27AA,1,3.0,0.00038545547989207247,30,0,60,0,80,0,101.90000000000002,0,131.9,0,213.9,0,273.9,0,-0.509935619530719,0.019137284805058493,0.10062679137555708,0.0024346348987569722,0.4769206225276669,0.181559547689221,3.0,0.00038545547989207247,42.3,PL68DH,1,3.0,0.00042396834369700395,30,0,60,0,80,0,122.3,0,152.3,0,,,,,-0.48698184110545073,0.0,0.0900010452732316,0.0,0.6781005587676442,0.0,3.0,0.00042396834369700395,0.010625746102325473,0.0024346348987569722,-0.022953778425268245,0.019137284805058493,-0.20117993623997726,0.181559547689221
Teignbridge 007D,E01020237,26.2,TQ27AA,1,4.333333333,0.0005567690264679429,30,0,60,0,80,0,106.2,0,136.2,,,,,,-0.52256723755205,,0.09617833471744708,,0.684792889255142,,4.333333333,0.0005567690264679429,42.3,PL68DH,1,4.333333333,0.0006123987186263426,30,0,60,0,80,0,122.3,0,152.3,0,,,,,-0.48698184110545073,0.0,0.0900010452732316,0.0,0.6781005587676442,0.0,4.333333333,0.0006123987186263426,0.0061772894442154724,0.0,-0.035585396446599304,0.0,0.006692330487497844,0.0
Teignbridge 008A,E01020265,23.0,TQ27AA,1,3.666666667,0.00047111225324425026,30,0,60,0,80,0,103.0,0,133.0,0,215.0,0,275.0,0,-0.5125229552021371,0.019734356686145114,0.09938629460226117,0.002296793583210989,0.5287577207175361,0.18169946000814127,3.666666667,0.00047111225324425026,56.3,PL68DH,1,3.666666667,0.0005181835312323347,30,0,60,0,80,0,136.3,0,166.3,0,,,166.3,0.0,-0.71773559427892,0.22679041678249137,0.13980975981021282,0.04783972985855391,0.518943943038963,0.13274183002123274,3.666666667,0.0005181835312323347,-0.04042346520795165,0.04789483284972706,0.2052126390767829,0.22764739835586117,0.009813777678573166,0.2250224148937967
