property,,unit_travel_time,unit_postcode,selected,admissions,relative_frequency,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency
subtype,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,
lsoa,lsoa_code,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath and North East Somerset 024A,E01014448,21.9,BA13NG,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,101.9,0.0,131.9,,195.6,,255.6,,-0.556720627021126,,0.11300353742578978,,0.3837485845881295,,3.666666667,0.00047111225324425026
Bath and North East Somerset 024B,E01014449,24.1,BA13NG,1,0.666666667,8.565677335217782e-05,30.0,,60.0,,80.0,,104.1,,134.1,,197.8,,257.8,,-0.5497312176503435,,0.11168070984588829,,0.38234049011898474,,0.666666667,8.565677335217782e-05
Bath and North East Somerset 024C,E01014450,25.1,BA13NG,1,1.666666667,0.000214141933316202,30.0,,60.0,,80.0,,105.1,,135.1,,198.8,,258.8,,-0.5465575221108852,,0.11107976788099538,,0.38170109813658404,,1.666666667,0.000214141933316202
Bath and North East Somerset 024D,E01014451,23.0,BA13NG,1,0.333333333,4.2828386611846335e-05,,,,,,,,,,,,,,,,,,,,,,
Bath and North East Somerset 025A,E01014420,26.2,BA13NG,1,2.0,0.00025697031992804833,30.0,,60.0,,80.0,,106.2,,136.2,,,,,,-0.52256723755205,,0.09617833471744708,,0.684792889255142,,2.0,0.00025697031992804833
Bath and North East Somerset 025B,E01014421,27.3,BA13NG,1,1.333333333,0.00017131354657587048,,,,,,,,,,,,,,,,,,,,,,
Bath and North East Somerset 025C,E01014422,27.3,BA13NG,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,0.0,,,,,-0.5201430464894439,0.0,0.09575866086467022,0.0,0.6843380411691161,0.0,3.666666667,0.00047111225324425026
Bath and North East Somerset 025D,E01014423,27.3,BA13NG,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Bath and North East Somerset 026A,E01014469,25.1,BA13NG,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,105.1,0.0,135.1,,,,,,-0.5249903715802715,,0.09659765855945968,,0.6852473833807909,,2.333333333,0.00029979870653989467
Bath and North East Somerset 026B,E01014470,26.2,BA13NG,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,0.0,,,,,-0.52256723755205,0.0,0.09617833471744708,0.0,0.684792889255142,0.0,2.0,0.00025697031992804833
Bath and North East Somerset 026C,E01014471,24.1,BA13NG,1,0.333333333,4.2828386611846335e-05,,,,,,,,,,,,,,,,,,,,,,
Bath and North East Somerset 026D,E01014472,26.2,BA13NG,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,106.2,,136.2,,,,,,-0.52256723755205,,0.09617833471744708,,0.684792889255142,,1.333333333,0.00017131354657587048
Bath and North East Somerset 027A,E01014424,28.4,BA13NG,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,108.4,0.0,138.4,,,,,,-0.5177178011662404,,0.09533863726498404,,0.6838828397193015,,3.0,0.00038545547989207247
Bath and North East Somerset 027B,E01014425,27.3,BA13NG,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,,,,,,,,,,,,,3.0,0.00038545547989207247
Bath and North East Somerset 027C,E01014426,28.4,BA13NG,1,2.666666667,0.0003426270932802261,30.0,,60.0,,80.0,,108.4,,138.4,,,,,,-0.5177178011662404,,0.09533863726498404,,0.6838828397193015,,2.666666667,0.0003426270932802261
Bristol 001A,E01014601,12.2,BS105NB,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,,,,122.2,,-0.998412711076992,,0.19466909181321518,,0.4719364794832114,,1.666666667,0.000214141933316202
Bristol 001B,E01014602,14.4,BS105NB,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,94.40000000000002,0.0,124.4,0.0,,,,,-0.5485051373724896,0.0,0.10065822127345925,0.0,0.6896497842700364,0.0,3.333333333,0.0004282838665039188
Bristol 001C,E01014603,12.2,BS105NB,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,2.0,0.00025697031992804833
Bristol 001E,E01014605,13.3,BS105NB,1,4.0,0.0005139406398560967,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,0.0,,,,,-0.5509167558604982,0.0,0.1010737740467148,0.0,0.6901004445073456,0.0,4.0,0.0005139406398560967
Bristol 001G,E01032516,16.5,BS105NB,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,126.5,0.0,,,126.5,0.0,-0.7637819940242816,0.2539000257636124,0.1459357589389035,0.05319918438577569,0.5789117892538171,0.12687461986747445,2.666666667,0.0003426270932802261
Bristol 001H,E01032517,13.3,BS105NB,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,0.0,,,123.3,0.0,-0.8467305162982387,0.25618223132808743,0.1630167043261761,0.0536441512068618,0.5441628744272765,0.1263856430559117,2.333333333,0.00029979870653989467
Bristol 002A,E01014688,10.1,BS105NB,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.1,,,,120.1,,-1.0056255555323372,,0.19596916997439157,,0.4733541116605104,,3.0,0.00038545547989207247
Bristol 002B,E01014689,11.2,BS105NB,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,,,,121.2,,-1.0018465132425982,,0.19528815505571923,,0.4726114873879441,,1.666666667,0.000214141933316202
Bristol 002C,E01014690,11.2,BS105NB,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,91.2,,121.2,,,,,,-0.5555177252880323,,0.101866121476618,,0.6909597935863311,,1.333333333,0.00017131354657587048
Bristol 002D,E01014691,12.2,BS105NB,1,5.666666667,0.0007280825731722986,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,,,,,-0.5533272842351653,0.0,0.1014889737674679,0.0,0.6905507439745506,0.0,5.666666667,0.0007280825731722986
Bristol 002E,E01014692,10.1,BS105NB,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,90.09999999999998,0.0,120.1,0.0,,,120.1,,-0.7817758600508417,0.31657127528301837,0.14912490822748678,0.06624779028182792,0.5823817572025193,0.15418837499911542,3.0,0.00038545547989207247
Bristol 002F,E01014693,12.2,BS105NB,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,2.666666667,0.0003426270932802261
Bristol 002G,E01014694,12.2,BS105NB,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,,,122.2,,-0.6645986409456219,0.22254271342091334,0.12478400327890472,0.04659005902287364,0.6358971778517158,0.1093071322456696,2.0,0.00025697031992804833
Bristol 003A,E01014497,24.1,BS105NB,1,3.333333333,0.0004282838665039188,,,,,,,,,,,,,,,,,,,,,,
Bristol 003B,E01014498,23.0,BS105NB,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,103.0,0.0,133.0,0.0,,,133.0,,-0.6735529332566338,0.24931056850287198,0.12759351653550693,0.05230153190356936,0.6122938597611814,0.12786035292048004,3.0,0.00038545547989207247
Bristol 003C,E01014638,18.7,BS105NB,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,98.7,0.0,128.7,0.0,,,128.7,,-0.757600093906937,0.3090517641580302,0.14483832419401474,0.0647821805980308,0.5777181000329156,0.15579904546581946,3.0,0.00038545547989207247
Bristol 003D,E01014639,18.7,BS105NB,1,2.0,0.00025697031992804833,30.0,,60.0,,80.0,,98.7,,,,,,,,,,,,,,2.0,0.00025697031992804833
Bristol 003E,E01014640,17.6,BS105NB,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,97.59999999999998,0.0,127.6,0.0,,,127.6,,-0.7606908143711726,0.31000617163300903,0.14538711477105812,0.0649686590089103,0.5783149992424208,0.15559421903937837,3.333333333,0.0004282838665039188
Bristol 004A,E01014631,9.0,BS105NB,1,2.0,0.00025697031992804833,30.0,,60.0,,80.0,,89.0,,119.0,,,,119.0,,-1.0094065379294204,,0.19665023044276103,,0.47409685384631833,,2.0,0.00025697031992804833
Bristol 004B,E01014632,7.9,BS105NB,1,2.333333333,0.00029979870653989467,,,,,,,,,,,,,,,,,,,,,,
Bristol 004C,E01014633,10.1,BS105NB,1,2.666666667,0.0003426270932802261,30.0,,60.0,,80.0,,90.1,,120.1,,,,,,-0.5579261645693461,,0.102280646480582,,0.6914094027445281,,2.666666667,0.0003426270932802261
Bristol 004D,E01014636,9.0,BS105NB,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,119.0,,,,,,-0.5603335053763068,,0.10269481769217104,,0.6918586494967175,,2.333333333,0.00029979870653989467
Bristol 005A,E01014630,10.1,BS105NB,1,1.666666667,0.000214141933316202,30.0,,60.0,,80.0,,90.1,,120.1,,,,,,-0.5579261645693461,,0.102280646480582,,0.6914094027445281,,1.666666667,0.000214141933316202
Bristol 005B,E01014634,9.0,BS105NB,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Bristol 005C,E01014659,11.2,BS105NB,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,,,121.2,,-0.7786821192653153,0.31560211260144616,0.1485771382661686,0.06605935345601983,0.5817856404871375,0.15439556797347606,1.666666667,0.000214141933316202
Bristol 005D,E01014661,10.1,BS105NB,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,90.09999999999998,0.0,120.1,0.0,,,,,-0.5579261645693461,0.0,0.102280646480582,0.0,0.6914094027445281,0.0,3.333333333,0.0004282838665039188
Bristol 006A,E01014616,12.2,BS105NB,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,,,122.2,,-0.7758699976560787,0.3147229235271647,0.14807903279034154,0.06588829334191089,0.5812436117288811,0.1545836288859354,3.333333333,0.0004282838665039188
Bristol 006B,E01014719,13.3,BS105NB,1,1.666666667,0.000214141933316202,30.0,,60.0,,80.0,,93.3,,,,,,,,,,,,,,1.666666667,0.000214141933316202
Bristol 006C,E01014720,11.2,BS105NB,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,,,,121.2,,-1.0018465132425982,,0.19528815505571923,,0.4726114873879441,,3.333333333,0.0004282838665039188
Bristol 006D,E01014721,13.3,BS105NB,1,4.333333333,0.0005567690264679429,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,0.0,,,123.3,,-0.7727770761888035,0.31375787396072874,0.14753097175631077,0.0657003990707589,0.5806472669472937,0.15479016815025579,4.333333333,0.0005567690264679429
Bristol 007A,E01014641,15.5,BS105NB,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,,,,,,-0.5460924316310776,,0.10024231570335895,,0.6891987638298663,,1.333333333,0.00017131354657587048
Bristol 007B,E01014642,16.5,BS105NB,1,4.666666667,0.0005995974132082745,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,126.5,0.0,,,,,-0.5438981216914698,0.0,0.09986391380020931,0.0,0.6887884331545439,0.0,4.666666667,0.0005995974132082745
Bristol 007C,E01014643,17.6,BS105NB,1,1.0,0.00012848515996402416,30.0,0.0,60.0,0.0,80.0,0.0,97.6,0.0,127.6,,,,,,-0.5414833481997912,,0.09944733542126116,,0.6883367266385902,,1.0,0.00012848515996402416
Bristol 007D,E01014644,15.5,BS105NB,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,0.0,,,125.5,,-0.6930925113340575,0.2546116067622357,0.13103703748059795,0.053338022723125676,0.6160357407823125,0.12672207315369607,3.666666667,0.00047111225324425026
Bristol 008A,E01014492,18.7,BS105NB,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,98.7,0.0,128.7,0.0,,,,,-0.5390674957331283,0.0,0.09903040499309557,0.0,0.6878846615841877,0.0,2.333333333,0.00029979870653989467
Bristol 008B,E01014493,24.1,BS105NB,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,104.09999999999998,0.0,,,,,,,,,,,,,3.0,0.00038545547989207247
Bristol 008C,E01014494,18.7,BS105NB,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,98.7,0.0,128.7,,,,,,-0.5390674957331283,,0.09903040499309557,,0.6878846615841877,,3.0,0.00038545547989207247
Bristol 008D,E01014495,18.7,BS105NB,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,98.7,0.0,,,,,,,,,,,,,2.333333333,0.00029979870653989467
Bristol 008E,E01014496,21.9,BS105NB,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,101.9,0.0,131.9,,,,,,-0.5320334525982371,,0.09781551714720549,,0.6865675299923037,,1.333333333,0.00017131354657587048
Bristol 008F,E01014499,23.0,BS105NB,1,3.333333333,0.0004282838665039188,30.0,,60.0,,80.0,,103.0,,,,,,,,,,,,,,3.333333333,0.0004282838665039188
Bristol 009A,E01014715,14.4,BS105NB,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,94.40000000000002,0.0,124.4,,,,124.4,,-0.9908640469396288,,0.19330729853768008,,0.4704518267017865,,1.666666667,0.000214141933316202
Bristol 009B,E01014716,15.5,BS105NB,1,4.0,0.0005139406398560967,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,0.0,,,125.5,,-0.7665925511855475,0.3118342595788202,0.14643439836921743,0.06532546978031621,0.5794542292585355,0.15520220918709904,4.0,0.0005139406398560967
Bristol 009C,E01014717,14.4,BS105NB,1,10.66666667,0.0013705083733778747,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,124.40000000000002,0.0,,,124.40000000000002,0.0,-0.6959581072282027,0.2211794547835696,0.13154124702819953,0.04632453863211041,0.6165837984139532,0.10959897878412499,10.66666667,0.0013705083733778747
Bristol 009D,E01014718,13.3,BS105NB,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,,,,,,-0.5509167558604982,,0.1010737740467148,,0.6901004445073456,,2.0,0.00025697031992804833
Bristol 010A,E01014510,10.1,BS105NB,1,1.0,0.00012848515996402416,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.1,0.0,,,,,-0.5579261645693461,0.0,0.102280646480582,0.0,0.6914094027445281,0.0,1.0,0.00012848515996402416
Bristol 010B,E01014635,9.0,BS105NB,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,119.0,0.0,,,119.0,,-0.7848700216528636,0.31754258656631384,0.14967252406746603,0.0664365094851232,0.5829777516715179,0.15398084238775644,1.666666667,0.000214141933316202
Bristol 010C,E01014637,10.1,BS105NB,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.1,,,,,,-0.5579261645693461,,0.102280646480582,,0.6914094027445281,,1.333333333,0.00017131354657587048
Bristol 010D,E01014662,10.1,BS105NB,1,1.333333333,0.00017131354657587048,,,,,,,,,,,,,,,,,,,,,,
Bristol 011A,E01014615,12.2,BS105NB,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,,,,,-0.5533272842351653,0.0,0.1014889737674679,0.0,0.6905507439745507,0.0,2.333333333,0.00029979870653989467
Bristol 011B,E01014617,10.1,BS105NB,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,90.1,,120.1,,,,120.1,,-1.0056255555323372,,0.19596916997439157,,0.4733541116605104,,1.0,0.00012848515996402416
Bristol 011C,E01014618,12.2,BS105NB,1,1.333333333,0.00017131354657587048,,,,,,,,,,,,,,,,,,,,,,
Bristol 011D,E01014620,12.2,BS105NB,1,2.0,0.00025697031992804833,30.0,,60.0,,80.0,,92.2,,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,2.0,0.00025697031992804833
Bristol 012A,E01014571,17.6,BS105NB,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,97.6,0.0,,,,,,,,,,,,,2.666666667,0.0003426270932802261
Bristol 012B,E01014577,14.4,BS105NB,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,124.4,0.0,,,,,-0.5485051373724896,0.0,0.10065822127345925,0.0,0.6896497842700364,0.0,2.0,0.00025697031992804833
Bristol 012C,E01014586,16.5,BS105NB,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,126.5,,,,,,-0.5438981216914698,,0.09986391380020931,,0.6887884331545439,,3.0,0.00038545547989207247
Bristol 012D,E01014587,16.5,BS105NB,1,3.666666667,0.00047111225324425026,30.0,,60.0,,80.0,,96.5,,126.5,,,,126.5,,-0.9836658663570934,,0.1920076040775977,,0.46903514535309043,,3.666666667,0.00047111225324425026
Bristol 013A,E01014588,16.5,BS105NB,1,2.333333333,0.00029979870653989467,30.0,,60.0,,80.0,,96.5,,126.5,,,,,,-0.5438981216914698,,0.09986391380020931,,0.6887884331545439,,2.333333333,0.00029979870653989467
Bristol 013B,E01014589,18.7,BS105NB,1,1.333333333,0.00017131354657587048,,,,,,,,,,,,,,,,,,,,,,
Bristol 013C,E01014590,17.6,BS105NB,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,97.6,0.0,127.59999999999998,0.0,,,127.6,0.0,-0.833759969761633,0.25311897920484566,0.16070037455432376,0.05304668794823456,0.5416410901103643,0.12704214785777213,2.666666667,0.0003426270932802261
Bristol 013D,E01014591,17.6,BS105NB,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,97.59999999999998,0.0,127.6,,,,,,-0.5414833481997912,,0.09944733542126116,,0.6883367266385902,,3.666666667,0.00047111225324425026
Bristol 013E,E01014592,18.7,BS105NB,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,98.7,0.0,,,,,,,,,,,,,3.666666667,0.00047111225324425026
Bristol 014A,E01014660,12.2,BS105NB,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,,,,,,,,,,,,,3.0,0.00038545547989207247
Bristol 014B,E01014663,12.2,BS105NB,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,,,122.2,,-0.7758699976560787,0.3147229235271647,0.14807903279034154,0.06588829334191089,0.5812436117288811,0.1545836288859354,3.0,0.00038545547989207247
Bristol 014C,E01014664,11.2,BS105NB,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,91.2,,,,,,,,,,,,,,1.333333333,0.00017131354657587048
Bristol 014D,E01014665,12.2,BS105NB,1,2.333333333,0.00029979870653989467,30.0,,60.0,,80.0,,92.2,,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,2.333333333,0.00029979870653989467
Bristol 015A,E01014709,16.5,BS105NB,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,126.5,0.0,,,,,-0.5438981216914698,0.0,0.09986391380020931,0.0,0.6887884331545439,0.0,3.333333333,0.0004282838665039188
Bristol 015B,E01014710,16.5,BS105NB,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,,,,,,,,,,,,,1.333333333,0.00017131354657587048
Bristol 015C,E01014711,16.5,BS105NB,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,,,,,,,,,,,,,1.666666667,0.000214141933316202
Bristol 015D,E01014712,15.5,BS105NB,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,,,,,,,,,,,,,3.666666667,0.00047111225324425026
Bristol 015E,E01014713,17.6,BS105NB,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,97.59999999999998,0.0,127.6,,,,,,-0.5414833481997912,,0.09944733542126116,,0.6883367266385902,,3.0,0.00038545547989207247
Bristol 015F,E01014714,15.5,BS105NB,1,5.0,0.0006424257998201208,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,0.0,,,125.5,,-0.6563424914083125,0.22050011955446988,0.12333835703628819,0.046192082665858475,0.6343264965442009,0.1097445345713308,5.0,0.0006424257998201208
Bristol 016A,E01014507,11.2,BS105NB,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,91.2,,,,,,,,,,,,,,1.0,0.00012848515996402416
Bristol 016B,E01014508,12.2,BS105NB,1,0.333333333,4.2828386611846335e-05,30.0,,60.0,,80.0,,92.2,,,,,,,,,,,,,,0.333333333,4.2828386611846335e-05
Bristol 016C,E01014509,11.2,BS105NB,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,91.2,,121.2,,,,,,-0.5555177252880323,,0.101866121476618,,0.6909597935863311,,1.333333333,0.00017131354657587048
Bristol 016D,E01014511,12.2,BS105NB,1,0.333333333,4.2828386611846335e-05,,,,,,,,,,,,,,,,,,,,,,
Bristol 016E,E01014512,12.2,BS105NB,1,1.0,0.00012848515996402416,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,,,,122.2,,-0.998412711076992,,0.19466909181321518,,0.4719364794832114,,1.0,0.00012848515996402416
Bristol 016F,E01014513,12.2,BS105NB,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Bristol 016G,E01014514,11.2,BS105NB,1,0.333333333,4.2828386611846335e-05,,,,,,,,,,,,,,,,,,,,,,
Bristol 017A,E01014619,13.3,BS105NB,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,0.0,,,,,-0.5509167558604982,0.0,0.1010737740467148,0.0,0.6901004445073456,0.0,3.0,0.00038545547989207247
Bristol 017B,E01014621,12.2,BS105NB,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,,,,,-0.5533272842351653,0.0,0.1014889737674679,0.0,0.6905507439745506,0.0,2.333333333,0.00029979870653989467
Bristol 017C,E01014666,12.2,BS105NB,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,1.333333333,0.00017131354657587048
Bristol 017D,E01014667,12.2,BS105NB,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Bristol 017E,E01014672,13.3,BS105NB,1,4.666666667,0.0005995974132082745,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,0.0,,,123.3,0.0,-0.7284050121231425,0.24303580411826964,0.13823953221439159,0.050891310288046096,0.6025379024593042,0.1198999486805173,4.666666667,0.0005995974132082745
Bristol 018A,E01014624,17.6,BS105NB,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,97.6,0.0,,,,,,,,,,,,,2.0,0.00025697031992804833
Bristol 018D,E01014629,18.7,BS105NB,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Bristol 018E,E01032518,19.8,BS105NB,1,1.666666667,0.000214141933316202,,,,,,,,,,,,,,,,,,,,,,
Bristol 018F,E01032519,17.6,BS105NB,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,97.6,0.0,127.6,0.0,,,,,-0.5414833481997912,0.0,0.09944733542126116,0.0,0.6883367266385902,0.0,2.333333333,0.00029979870653989467
Bristol 019A,E01014572,14.4,BS105NB,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Bristol 019B,E01014573,14.4,BS105NB,1,0.666666667,8.565677335217782e-05,30.0,,60.0,,80.0,,94.4,,124.4,,,,,,-0.5485051373724896,,0.10065822127345925,,0.6896497842700364,,0.666666667,8.565677335217782e-05
Bristol 019C,E01014575,12.2,BS105NB,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,92.2,,,,,,,,,,,,,,1.333333333,0.00017131354657587048
Bristol 019D,E01014576,14.4,BS105NB,1,2.333333333,0.00029979870653989467,,,,,,,,,,,,,,,,,,,,,,
Bristol 020A,E01014487,14.4,BS105NB,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,94.4,,124.4,,,,124.4,,-0.9908640469396288,,0.19330729853768008,,0.4704518267017865,,1.0,0.00012848515996402416
Bristol 020B,E01014491,13.3,BS105NB,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Bristol 020C,E01014668,12.2,BS105NB,1,2.0,0.00025697031992804833,,,,,,,,,,,,,,,,,,,,,,
Bristol 020D,E01014669,14.4,BS105NB,1,0.666666667,8.565677335217782e-05,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,124.4,0.0,,,124.4,,-0.7696845921560592,0.3127949846732108,0.14698275990556967,0.06551279080420694,0.5800508054859115,0.15499636221875063,0.666666667,8.565677335217782e-05
Bristol 020E,E01014670,13.3,BS105NB,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,,,,,,,,,,,,,1.666666667,0.000214141933316202
Bristol 020F,E01014671,12.2,BS105NB,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,92.2,,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,1.0,0.00012848515996402416
Bristol 021A,E01014622,16.5,BS105NB,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,126.5,0.0,,,,,-0.5438981216914698,0.0,0.09986391380020931,0.0,0.6887884331545439,0.0,3.0,0.00038545547989207247
Bristol 021B,E01014623,16.5,BS105NB,1,2.666666667,0.0003426270932802261,,,,,,,,,,,,,,,,,,,,,,
Bristol 021C,E01014626,15.5,BS105NB,1,2.333333333,0.00029979870653989467,30.0,,60.0,,80.0,,95.5,,,,,,,,,,,,,,2.333333333,0.00029979870653989467
Bristol 021D,E01014627,16.5,BS105NB,1,2.0,0.00025697031992804833,,,,,,,,,,,,,,,,,,,,,,
Bristol 022A,E01014557,15.5,BS105NB,1,0.333333333,4.2828386611846335e-05,,,,,,,,,,,,,,,,,,,,,,
Bristol 022B,E01014558,16.5,BS105NB,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,126.5,,,,,,-0.5438981216914698,,0.09986391380020931,,0.6887884331545439,,2.0,0.00025697031992804833
