property,,unit_travel_time,unit_postcode,selected,admissions,relative_frequency,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency
subtype,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,
lsoa,lsoa_code,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Somerset 021C,E01014831,11.2,BS234TQ,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,,,,,,,,,,,,,2.333333333,0.00029979870653989467
North Somerset 021D,E01014832,11.2,BS234TQ,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
North Somerset 021E,E01014833,12.2,BS234TQ,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,92.2,,,,,,,,,,,,,,1.333333333,0.00017131354657587048
North Somerset 022A,E01014804,9.0,BS234TQ,1,7.0,0.0008993961197481691,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,119.0,0.0,192.4,,252.4,,-0.5619763515238592,0.0032856922951049073,0.1057534842414949,0.006117333098647731,0.6153440373602703,0.15302922427289437,7.0,0.0008993961197481691
North Somerset 022B,E01014806,10.1,BS234TQ,1,10.0,0.0012848515996402416,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.09999999999998,0.0,193.5,,253.5,,-0.5585345535201331,0.0018251668523609234,0.10361248537073497,0.003995516670458925,0.6573744131088003,0.10210496890718342,10.0,0.0012848515996402416
North Somerset 022C,E01014807,9.0,BS234TQ,1,1.333333333,0.00017131354657587048,,,,,,,,,,,,,,,,,,,,,,
North Somerset 022D,E01014808,9.0,BS234TQ,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,,,,,,,,,,,,,2.666666667,0.0003426270932802261
North Somerset 023A,E01014744,16.5,BS234TQ,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,126.5,0.0,,,,,-0.5438981216914698,0.0,0.09986391380020931,0.0,0.6887884331545439,0.0,2.333333333,0.00029979870653989467
North Somerset 023B,E01014746,17.6,BS234TQ,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,97.59999999999998,0.0,127.6,0.0,,,,,-0.5414833481997912,0.0,0.09944733542126116,0.0,0.6883367266385902,0.0,3.0,0.00038545547989207247
North Somerset 023C,E01014769,14.4,BS234TQ,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,124.4,,,,,,-0.5485051373724896,,0.10065822127345925,,0.6896497842700364,,2.333333333,0.00029979870653989467
North Somerset 023D,E01014770,14.4,BS234TQ,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,124.40000000000002,0.0,197.8,0.0,257.8,0.0,-0.5493225242243922,0.0007078777784670226,0.10800654698841194,0.006363836744431483,0.48477692150266866,0.17742510370258363,3.333333333,0.0004282838665039188
North Somerset 023E,E01014771,10.1,BS234TQ,1,4.0,0.0005139406398560967,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.1,0.0,193.5,0.0,253.5,0.0,-0.5606639148478875,0.003161281720579711,0.10827392148627038,0.00692043787572329,0.538251949383753,0.17685099385248212,4.0,0.0005139406398560967
North Somerset 023F,E01014772,10.1,BS234TQ,1,4.666666667,0.0005995974132082745,30.0,0.0,60.0,0.0,80.0,0.0,90.09999999999998,0.0,120.1,,,,,,-0.5579261645693461,,0.102280646480582,,0.6914094027445281,,4.666666667,0.0005995974132082745
North Somerset 024A,E01014741,20.8,BS234TQ,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,130.8,0.0,204.2,,264.2,,-0.5319538861010507,0.0035334715969633913,0.10303595653776951,0.006791741245381411,0.5326380715494544,0.2183299147111412,3.666666667,0.00047111225324425026
North Somerset 024B,E01014742,19.8,BS234TQ,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,0.0,203.2,0.0,263.2,0.0,-0.5326178559062531,0.0,0.10843820501221674,0.0,0.37889266547453265,0.0,2.666666667,0.0003426270932802261
North Somerset 024C,E01014745,19.8,BS234TQ,1,5.666666667,0.0007280825731722986,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,0.0,,,,,-0.5366505671229076,0.0,0.09861312277405798,0.0,0.6874322385683737,0.0,5.666666667,0.0007280825731722986
North Somerset 024D,E01014747,29.4,BS234TQ,1,2.666666667,0.0003426270932802261,30.0,,60.0,,80.0,,109.4,,,,,,,,,,,,,,2.666666667,0.0003426270932802261
North Somerset 024E,E01014748,26.2,BS234TQ,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,0.0,209.6,0.0,269.6,0.0,-0.5124136341263865,0.0,0.10460358937050357,0.0,0.3748221664371942,0.0,2.333333333,0.00029979870653989467
North Somerset 024F,E01014749,23.0,BS234TQ,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,103.0,,133.0,,,,,,-0.529613409419682,,0.09739721301195137,,0.6861140689385011,,1.0,0.00012848515996402416
North Somerset 025A,E01014803,7.9,BS234TQ,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,87.9,0.0,117.9,,,,,,-0.5627397448207101,,0.10310863485837218,,0.6923075332854607,,3.666666667,0.00047111225324425026
North Somerset 025B,E01014805,7.9,BS234TQ,1,5.0,0.0006424257998201208,30.0,0.0,60.0,0.0,80.0,0.0,87.9,0.0,117.9,0.0,191.3,0.0,251.3,0.0,-0.5665751779090356,0.004428776652007001,0.1093503295598797,0.007207288232229644,0.5394069597611715,0.176554374566993,5.0,0.0006424257998201208
North Somerset 025C,E01014828,9.0,BS234TQ,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,89.0,,119.0,,,,,,-0.5603335053763068,,0.10269481769217104,,0.6918586494967175,,1.0,0.00012848515996402416
North Somerset 025D,E01014834,7.9,BS234TQ,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,87.9,,117.9,,,,,,-0.5627397448207101,,0.10310863485837218,,0.6923075332854607,,1.333333333,0.00017131354657587048
North Somerset 026A,E01014839,15.5,BS234TQ,1,1.0,0.00012848515996402416,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,,198.9,,258.9,,-0.5462402663499715,,0.11101968555145098,,0.3816371814333811,,1.0,0.00012848515996402416
North Somerset 026B,E01032666,16.5,BS234TQ,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,126.5,,,,,,-0.5438981216914698,,0.09986391380020931,,0.6887884331545439,,2.0,0.00025697031992804833
North Somerset 026C,E01032667,15.5,BS234TQ,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,,,,,,-0.5460924316310776,,0.10024231570335895,,0.6891987638298663,,3.333333333,0.0004282838665039188
North Somerset 026D,E01032668,16.5,BS234TQ,1,0.333333333,4.2828386611846335e-05,30.0,,60.0,,80.0,,96.5,,126.5,,,,,,-0.5438981216914698,,0.09986391380020931,,0.6887884331545439,,0.333333333,4.2828386611846335e-05
North Somerset 026E,E01032672,14.4,BS234TQ,1,0.666666667,8.565677335217782e-05,30.0,,60.0,,80.0,,94.4,,,,,,,,,,,,,,0.666666667,8.565677335217782e-05
North Somerset 026F,E01032673,16.5,BS234TQ,1,6.0,0.0007709109597841449,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,126.5,0.0,199.9,,259.9,,-0.5434834843534886,0.0005863857468392815,0.10514144757252411,0.007463559836689627,0.5348933366285699,0.21764053268974895,6.0,0.0007709109597841449
North Somerset 027A,E01014810,13.3,BS234TQ,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,0.0,,,,,-0.5509167558604982,0.0,0.1010737740467148,0.0,0.6901004445073456,0.0,2.0,0.00025697031992804833
North Somerset 027B,E01032669,13.3,BS234TQ,1,0.333333333,4.2828386611846335e-05,,,,,,,,,,,,,,,,,,,,,,
North Somerset 027C,E01032670,14.4,BS234TQ,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,124.4,0.0,197.8,0.0,257.8,0.0,-0.5497312176503435,0.0,0.11168070984588829,0.0,0.38234049011898474,0.0,1.333333333,0.00017131354657587048
North Somerset 027D,E01032671,15.5,BS234TQ,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
North Somerset 027E,E01032679,13.3,BS234TQ,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Plymouth 001A,E01015025,9.0,PL68DH,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,119.0,,,,,,-0.5603335053763068,,0.10269481769217104,,0.6918586494967175,,1.666666667,0.000214141933316202
Plymouth 001B,E01015097,10.1,PL68DH,1,5.0,0.0006424257998201208,30.0,0.0,60.0,0.0,80.0,0.0,90.09999999999998,0.0,120.1,0.0,,,,,-0.5579261645693461,0.0,0.102280646480582,0.0,0.6914094027445281,0.0,5.0,0.0006424257998201208
Plymouth 001C,E01015160,9.0,PL68DH,1,1.0,0.00012848515996402416,,,,,,,,,,,,,,,,,,,,,,
Plymouth 001D,E01015164,11.2,PL68DH,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,,,,,,-0.5555177252880323,,0.101866121476618,,0.6909597935863311,,2.0,0.00025697031992804833
Plymouth 002A,E01015027,9.0,PL68DH,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,119.0,0.0,,,119.0,,-0.6351790108018257,0.18333329783323135,0.1183540531506027,0.038357136635255,0.6555650168883177,0.08890088080261653,1.666666667,0.000214141933316202
Plymouth 002B,E01015159,10.1,PL68DH,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,90.09999999999998,0.0,120.1,,,,120.1,,-1.0056255555323372,,0.19596916997439157,,0.4733541116605104,,3.333333333,0.0004282838665039188
Plymouth 002C,E01015161,11.2,PL68DH,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,,,,,-0.5555177252880323,0.0,0.101866121476618,0.0,0.6909597935863311,0.0,2.333333333,0.00029979870653989467
Plymouth 002D,E01015162,11.2,PL68DH,1,1.666666667,0.000214141933316202,,,,,,,,,,,,,,,,,,,,,,
Plymouth 002E,E01015166,9.0,PL68DH,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,119.0,,,,119.0,,-1.0094065379294204,,0.19665023044276103,,0.47409685384631833,,3.0,0.00038545547989207247
Plymouth 003A,E01015023,10.1,PL68DH,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.1,,,,120.1,,-1.0056255555323372,,0.19596916997439157,,0.4733541116605104,,2.666666667,0.0003426270932802261
Plymouth 003B,E01015026,11.2,PL68DH,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Plymouth 003C,E01015028,11.2,PL68DH,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,,,,121.2,,-1.0018465132425982,,0.19528815505571923,,0.4726114873879441,,2.333333333,0.00029979870653989467
Plymouth 003D,E01015163,11.2,PL68DH,1,4.333333333,0.0005567690264679429,30.0,,60.0,,80.0,,91.2,,121.2,,,,,,-0.5555177252880323,,0.101866121476618,,0.6909597935863311,,4.333333333,0.0005567690264679429
Plymouth 003E,E01015165,11.2,PL68DH,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,,,,,,,,,,,,,1.333333333,0.00017131354657587048
Plymouth 004A,E01015024,12.2,PL68DH,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Plymouth 004B,E01015082,13.3,PL68DH,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,0.0,,,,,-0.5509167558604982,0.0,0.1010737740467148,0.0,0.6901004445073456,0.0,3.666666667,0.00047111225324425026
Plymouth 004C,E01015083,14.4,PL68DH,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,94.40000000000002,0.0,,,,,,,,,,,,,1.333333333,0.00017131354657587048
Plymouth 004D,E01015084,12.2,PL68DH,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,2.666666667,0.0003426270932802261
Plymouth 005A,E01015090,9.0,PL68DH,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,,,,,,,,,,,,,1.666666667,0.000214141933316202
Plymouth 005B,E01015091,11.2,PL68DH,1,1.0,0.00012848515996402416,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,,,121.2,,-0.7786821192653153,0.31560211260144616,0.1485771382661686,0.06605935345601983,0.5817856404871375,0.15439556797347606,1.0,0.00012848515996402416
Plymouth 005C,E01015092,5.8,PL68DH,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Plymouth 005D,E01015093,10.1,PL68DH,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,90.1,,,,,,,,,,,,,,1.333333333,0.00017131354657587048
Plymouth 005E,E01015094,11.2,PL68DH,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,,,,,,,,,,,,,1.666666667,0.000214141933316202
Plymouth 006A,E01015085,12.2,PL68DH,1,3.0,0.00038545547989207247,,,,,,,,,,,,,,,,,,,,,,
Plymouth 006B,E01015087,12.2,PL68DH,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Plymouth 006C,E01015088,11.2,PL68DH,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,,,,,-0.5555177252880323,0.0,0.101866121476618,0.0,0.6909597935863311,0.0,1.666666667,0.000214141933316202
Plymouth 006D,E01015147,12.2,PL68DH,1,1.0,0.00012848515996402416,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,,,,,,,,,,,,,1.0,0.00012848515996402416
Plymouth 006E,E01015148,14.4,PL68DH,1,1.666666667,0.000214141933316202,,,,,,,,,,,,,,,,,,,,,,
Plymouth 007A,E01015030,10.1,PL68DH,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.1,,,,,,-0.5579261645693461,,0.102280646480582,,0.6914094027445281,,2.0,0.00025697031992804833
Plymouth 007B,E01015070,10.1,PL68DH,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,90.09999999999998,0.0,120.1,0.0,,,120.1,0.0,-0.7817758600508417,0.25847936388851445,0.14912490822748678,0.05409109425912954,0.5823817572025193,0.12589428100557984,2.666666667,0.0003426270932802261
Plymouth 007C,E01015081,13.3,PL68DH,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,,,,,,-0.5509167558604982,,0.1010737740467148,,0.6901004445073456,,1.666666667,0.000214141933316202
Plymouth 007D,E01015086,10.1,PL68DH,1,1.0,0.00012848515996402416,,,,,,,,,,,,,,,,,,,,,,
Plymouth 007E,E01015089,11.2,PL68DH,1,5.0,0.0006424257998201208,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,,,121.2,,-0.6670999222766738,0.2231643939772829,0.1252216298713933,0.04671101678955061,0.6363727170367344,0.10917415309919348,5.0,0.0006424257998201208
Plymouth 008A,E01015029,11.2,PL68DH,1,0.333333333,4.2828386611846335e-05,,,,,,,,,,,,,,,,,,,,,,
Plymouth 008B,E01015064,10.1,PL68DH,1,4.666666667,0.0005995974132082745,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.09999999999998,0.0,,,120.1,,-0.7071592948903431,0.25847936388851445,0.13351015431185184,0.05409109425912954,0.6187243057165223,0.1258942810055798,4.666666667,0.0005995974132082745
Plymouth 008C,E01015065,11.2,PL68DH,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,,,,,,-0.5555177252880323,,0.101866121476618,,0.6909597935863311,,2.0,0.00025697031992804833
Plymouth 008D,E01015071,9.0,PL68DH,1,4.0,0.0005139406398560967,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,119.0,0.0,,,,,-0.5603335053763068,0.0,0.10269481769217104,0.0,0.6918586494967175,0.0,4.0,0.0005139406398560967
Plymouth 009A,E01015076,13.3,PL68DH,1,1.0,0.00012848515996402416,,,,,,,,,,,,,,,,,,,,,,
Plymouth 009B,E01015142,14.4,PL68DH,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,,,,,,,,,,,,,1.666666667,0.000214141933316202
Plymouth 009C,E01015143,13.3,PL68DH,1,0.666666667,8.565677335217782e-05,30.0,,60.0,,80.0,,93.3,,123.3,,,,123.3,,-0.9946373965171089,,0.19398816946590675,,0.47119408938724194,,0.666666667,8.565677335217782e-05
Plymouth 009D,E01015144,13.3,PL68DH,1,3.333333333,0.0004282838665039188,30.0,,60.0,,80.0,,93.3,,123.3,,,,,,-0.5509167558604982,,0.1010737740467148,,0.6901004445073456,,3.333333333,0.0004282838665039188
Plymouth 009E,E01015146,14.4,PL68DH,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,124.4,0.0,,,124.4,,-0.7696845921560592,0.3127949846732108,0.14698275990556967,0.06551279080420694,0.5800508054859115,0.15499636221875063,1.333333333,0.00017131354657587048
Plymouth 009F,E01015149,13.3,PL68DH,1,2.666666667,0.0003426270932802261,,,,,,,,,,,,,,,,,,,,,,
Plymouth 009G,E01015150,13.3,PL68DH,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,,,,,,-0.5509167558604982,,0.1010737740467148,,0.6901004445073456,,1.333333333,0.00017131354657587048
Plymouth 010A,E01015063,14.4,PL68DH,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,94.4,,124.4,,,,124.4,,-0.9908640469396288,,0.19330729853768008,,0.4704518267017865,,1.333333333,0.00017131354657587048
Plymouth 010B,E01015068,12.2,PL68DH,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Plymouth 010C,E01015069,13.3,PL68DH,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,0.0,,,123.3,,-0.6618469160246508,0.22186032032830538,0.12430237290151279,0.04645719770959597,0.6353738557273197,0.10945317756005188,3.0,0.00038545547989207247
Plymouth 010D,E01015095,12.2,PL68DH,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Plymouth 010E,E01015096,12.2,PL68DH,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,,,,,-0.5533272842351653,0.0,0.1014889737674679,0.0,0.6905507439745507,0.0,3.666666667,0.00047111225324425026
Plymouth 011A,E01015074,12.2,PL68DH,1,1.0,0.00012848515996402416,,,,,,,,,,,,,,,,,,,,,,
Plymouth 011B,E01015077,11.2,PL68DH,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,,,,,,-0.5555177252880323,,0.101866121476618,,0.6909597935863311,,3.0,0.00038545547989207247
Plymouth 011C,E01015079,12.2,PL68DH,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,,,,,-0.5533272842351653,0.0,0.1014889737674679,0.0,0.6905507439745506,0.0,1.333333333,0.00017131354657587048
Plymouth 011D,E01015102,11.2,PL68DH,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,91.2,,121.2,,,,,,-0.5555177252880323,,0.101866121476618,,0.6909597935863311,,1.333333333,0.00017131354657587048
Plymouth 011E,E01015104,12.2,PL68DH,1,1.666666667,0.000214141933316202,,,,,,,,,,,,,,,,,,,,,,
Plymouth 012A,E01015035,13.3,PL68DH,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,93.3,,123.3,,,,123.3,,-0.9946373965171089,,0.19398816946590675,,0.47119408938724194,,1.0,0.00012848515996402416
Plymouth 012B,E01015037,13.3,PL68DH,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,,,,,,-0.5509167558604982,,0.1010737740467148,,0.6901004445073456,,2.333333333,0.00029979870653989467
Plymouth 012C,E01015058,14.4,PL68DH,1,1.333333333,0.00017131354657587048,,,,,,,,,,,,,,,,,,,,,,
Plymouth 012D,E01015066,12.2,PL68DH,1,1.666666667,0.000214141933316202,30.0,,60.0,,80.0,,92.2,,122.2,,,,122.2,,-0.998412711076992,,0.19466909181321518,,0.4719364794832114,,1.666666667,0.000214141933316202
Plymouth 012E,E01015067,12.2,PL68DH,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,,,122.2,,-0.7758699976560787,0.3147229235271647,0.14807903279034154,0.06588829334191089,0.5812436117288811,0.1545836288859355,2.666666667,0.0003426270932802261
Plymouth 013A,E01015072,13.3,PL68DH,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,0.0,,,,,-0.5509167558604982,0.0,0.1010737740467148,0.0,0.6901004445073456,0.0,3.333333333,0.0004282838665039188
Plymouth 013B,E01015073,14.4,PL68DH,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,94.40000000000002,0.0,124.4,0.0,,,124.4,0.0,-0.7254487011993452,0.24228995328330996,0.1377178521791476,0.05074598954965277,0.6019706012427365,0.12005966591919072,2.666666667,0.0003426270932802261
Plymouth 013C,E01015078,14.4,PL68DH,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,94.40000000000002,0.0,124.4,0.0,,,,,-0.5485051373724896,0.0,0.10065822127345925,0.0,0.6896497842700364,0.0,2.666666667,0.0003426270932802261
Plymouth 013D,E01015080,14.4,PL68DH,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,94.40000000000002,0.0,124.4,0.0,,,124.4,,-0.7696845921560592,0.3127949846732108,0.14698275990556967,0.06551279080420694,0.5800508054859115,0.15499636221875066,1.666666667,0.000214141933316202
Plymouth 013E,E01015106,12.2,PL68DH,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,92.2,,122.2,,,,122.2,,-0.998412711076992,,0.19466909181321518,,0.4719364794832114,,1.0,0.00012848515996402416
Plymouth 014A,E01015039,13.3,PL68DH,1,1.666666667,0.000214141933316202,30.0,,60.0,,80.0,,93.3,,,,,,,,,,,,,,1.666666667,0.000214141933316202
Plymouth 014B,E01015040,14.4,PL68DH,1,1.666666667,0.000214141933316202,30.0,,60.0,,80.0,,94.4,,,,,,,,,,,,,,1.666666667,0.000214141933316202
Plymouth 014C,E01015041,14.4,PL68DH,1,0.666666667,8.565677335217782e-05,30.0,,60.0,,80.0,,94.4,,,,,,,,,,,,,,0.666666667,8.565677335217782e-05
Plymouth 014D,E01015075,13.3,PL68DH,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,,,,,,-0.5509167558604982,,0.1010737740467148,,0.6901004445073456,,2.0,0.00025697031992804833
Plymouth 014E,E01015145,15.5,PL68DH,1,0.333333333,4.2828386611846335e-05,,,,,,,,,,,,,,,,,,,,,,
Plymouth 015A,E01015120,15.5,PL68DH,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,0.0,,,125.5,0.0,-0.9870926707400174,0.0,0.1926264810350759,0.0,0.4697096946872047,0.0,1.333333333,0.00017131354657587048
Plymouth 015B,E01015121,16.5,PL68DH,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,,,,,,,,,,,,,3.0,0.00038545547989207247
Plymouth 015C,E01015123,15.5,PL68DH,1,6.333333333,0.0008137393463959913,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,0.0,,,125.5,,-0.7665925511855475,0.3118342595788202,0.14643439836921743,0.06532546978031621,0.5794542292585355,0.15520220918709904,6.333333333,0.0008137393463959913
Plymouth 015D,E01015124,15.5,PL68DH,1,3.666666667,0.00047111225324425026,30.0,,60.0,,80.0,,95.5,,125.5,,,,,,-0.5460924316310776,,0.10024231570335895,,0.6891987638298663,,3.666666667,0.00047111225324425026
Plymouth 015E,E01015125,16.5,PL68DH,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,126.5,,,,,,-0.5438981216914698,,0.09986391380020931,,0.6887884331545439,,3.666666667,0.00047111225324425026
Plymouth 016A,E01015033,11.2,PL68DH,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,,,,,,-0.5555177252880323,,0.101866121476618,,0.6909597935863311,,2.333333333,0.00029979870653989467
Plymouth 016B,E01015034,11.2,PL68DH,1,5.0,0.0006424257998201208,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,,,,,-0.5555177252880323,0.0,0.101866121476618,0.0,0.6909597935863311,0.0,5.0,0.0006424257998201208
Plymouth 016C,E01015036,11.2,PL68DH,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,,,121.2,0.0,-0.7340492404698586,0.2444643452266558,0.1392349349082585,0.05116935515927884,0.6036204711069763,0.11959429269790164,3.0,0.00038545547989207247
Plymouth 016D,E01015038,12.2,PL68DH,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,3.0,0.00038545547989207247
Plymouth 016E,E01015101,11.2,PL68DH,1,4.333333333,0.0005567690264679429,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,,,,121.2,,-1.0018465132425982,,0.19528815505571923,,0.4726114873879441,,4.333333333,0.0005567690264679429
Plymouth 017A,E01015098,12.2,PL68DH,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,92.2,,,,,,,,,,,,,,1.333333333,0.00017131354657587048
Plymouth 017B,E01015099,12.2,PL68DH,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,,,122.2,,-0.7758699976560787,0.3147229235271647,0.14807903279034154,0.06588829334191089,0.5812436117288811,0.1545836288859354,3.0,0.00038545547989207247
Plymouth 017C,E01015100,12.2,PL68DH,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,92.2,,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,1.0,0.00012848515996402416
